Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str),Baren (int)
34,1,2025-08-28 17:54:21,"[[-0.049587380497151466,-0.03577361751330151,0.013044519228459419,-0.03651821993263752,0.09238325601706773,-0.05187113811954081,-0.2771096808880453,0.0934994013565042,-0.04839568817429653,-0.08004391306725675],[-0.03577361751330151,-0.022425943601448232,0.016778830412557785,-0.0186530387551189,0.08885147951973185,-0.039960237948030504,-0.22699136804259837,0.1000527733389989,-0.03363871054813905,-0.061001226295975326],[0.013044519228459419,0.016778830412557785,0.025765493409635173,0.03624798314524872,0.07037418925325645,0.0030138460501557725,-0.052808911019930994,0.10740191527393875,0.016542294826019096,0.003980776590366462],[-0.03651821993263752,-0.0186530387551189,0.03624798314524872,-0.0009502849624649525,0.15491914909728347,-0.047681634194942535,-0.317662725146738,0.1913059109632268,-0.03193963276676917,-0.07285931826554515],[0.09238325601706773,0.08885147951973185,0.07037418925325645,0.15491914909728347,0.13707303509857563,0.06286712156008183,0.10523892253706854,0.25744254625551244,0.10275490211459404,0.09305388756688446],[-0.05187113811954081,-0.039960237948030504,0.0030138460501557725,-0.047681634194942535,0.06286712156008183,-0.05085282994934671,-0.2452720010648602,0.049588606712398856,-0.052464122458617604,-0.07636553220757537],[-0.2771096808880453,-0.22699136804259837,-0.052808911019930994,-0.317662725146738,0.10523892253706854,-0.2452720010648602,-1.0,-0.04999605131606333,-0.2870440962224712,-0.37029001723182087],[0.0934994013565042,0.1000527733389989,0.10740191527393875,0.1913059109632268,0.25744254625551244,0.049588606712398856,-0.04999605131606333,0.42459101102984365,0.10793233468476815,0.07641688930806499],[-0.04839568817429653,-0.03363871054813905,0.016542294826019096,-0.03193963276676917,0.10275490211459404,-0.052464122458617604,-0.2870440962224712,0.10793233468476815,-0.047128422966770264,-0.0792882171271524],[-0.08004391306725675,-0.061001226295975326,0.003980776590366462,-0.07285931826554515,0.09305388756688446,-0.07636553220757537,-0.37029001723182087,0.07641688930806499,-0.0792882171271524,-0.11890763262027601]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.7726602538815013,"[1.,1.,-1.,1.,-1.,1.,1.,-1.,1.,1.]",-1,0.4758832454681396,MA-ALT,,,-2.7726602538815013,"[1,1,-1,1,-1,1,1,-1,1,1]",3,3,3,-1.0,1000,13.400458097457886,,-1
35,1,2025-08-28 17:56:58,"[[0.5026215134845895,0.04556760152737854,0.4230430029082045,-0.4163882800984233,0.18701867884648643,0.19660293282467908,0.37446791745731245,0.0814927005103481,-0.058080143811291396,-0.10483574088003714],[0.04556760152737854,-0.2692764733595544,-0.002845980861477887,-0.4694000951093459,0.07854658711559664,0.13438101069444094,-0.051698742210208926,-0.07596831983764808,-0.16431903118439123,-0.15497111248858],[0.4230430029082045,-0.002845980861477887,0.34878408241156905,-0.4131503712818013,0.16634161486797305,0.18123848977671758,0.303570375427245,0.05637708478046966,-0.07260620419359896,-0.10945484595209698],[-0.4163882800984233,-0.4694000951093459,-0.4131503712818013,-0.33264589822825424,-0.05526455370579635,0.017174295225537213,-0.44508339735252045,-0.20002795374124388,-0.2044086165301836,-0.14214204412723966],[0.18701867884648643,0.07854658711559664,0.16634161486797305,-0.05526455370579635,0.05545080557433127,0.04600731585618027,0.1597632014582798,0.04982917582802747,0.015109896580363397,-0.005782108248967143],[0.19660293282467908,0.13438101069444094,0.18123848977671758,0.017174295225537213,0.04600731585618027,0.029903932116048925,0.18209147556867125,0.06736061510546913,0.04501248572372645,0.020464847305585003],[0.37446791745731245,-0.051698742210208926,0.303570375427245,-0.44508339735252045,0.1597632014582798,0.18209147556867125,0.25167216181535434,0.03378145300454282,-0.09381883374998459,-0.12366905162324235],[0.0814927005103481,-0.07596831983764808,0.05637708478046966,-0.20002795374124388,0.04982917582802747,0.06736061510546913,0.03378145300454282,-0.012787587252535473,-0.05879357464926842,-0.06146179584212676],[-0.058080143811291396,-0.16431903118439123,-0.07260620419359896,-0.2044086165301836,0.015109896580363397,0.04501248572372645,-0.09381883374998459,-0.05879357464926842,-0.08697191174359427,-0.072694446954328],[-0.10483574088003714,-0.15497111248858,-0.10945484595209698,-0.14214204412723966,-0.005782108248967143,0.020464847305585003,-0.12366905162324235,-0.06146179584212676,-0.072694446954328,-0.055499918716829126]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.536055332029091,"[-1.,1.,1.,1.,-1.,-1.,1.,1.,1.,1.]",-1,0.4816250801086426,MA-ALT,,,-2.536055332029091,"[-1,1,1,1,-1,-1,1,1,1,1]",30,6,6,-1.0,1000,156.6571011543274,,-1
36,1,2025-08-28 17:57:11,"[[0.11017882995496021,-0.046710483888829826,0.1944004163429254,-0.12319072671688525,-0.19008944726091492,0.10068473017856994,0.21083082904846714,0.1894547753292974,0.08558685833418367,0.021460508371090713],[-0.046710483888829826,-0.05635538214884839,-0.14435204583821112,-0.14305997317510075,-0.10393882133284862,-0.1818959292272339,-0.039035279314395016,-0.10197129853437265,-0.0650950991549446,-0.004974724952139949],[0.1944004163429254,-0.14435204583821112,0.28965827301963026,-0.3738240335720382,-0.4823548892615037,0.061834252607303464,0.4041176862717941,0.3144190638340452,0.13211325765544302,0.034331795951442846],[-0.12319072671688525,-0.14305997317510075,-0.3738240335720382,-0.3644502994228581,-0.26257300656924637,-0.4681312132782791,-0.10273647373050207,-0.2657150711618309,-0.17071965727506466,-0.010518299350966945],[-0.19008944726091492,-0.10393882133284862,-0.4823548892615037,-0.26257300656924637,-0.12178750271976964,-0.5091056230980646,-0.23652807469785528,-0.3771757877571506,-0.21900188563935857,-0.023134019583008404],[0.10068473017856994,-0.1818959292272339,0.061834252607303464,-0.4681312132782791,-0.5091056230980646,-0.164110203591813,0.2804528072542595,0.1317689388015662,0.02681125365652047,0.024099362476466667],[0.21083082904846714,-0.039035279314395016,0.4041176862717941,-0.10273647373050207,-0.23652807469785528,0.2804528072542595,0.3620229595222251,0.37113150487593344,0.18228549263899543,0.03313221815907341],[0.1894547753292974,-0.10197129853437265,0.3144190638340452,-0.2657150711618309,-0.3771757877571506,0.1317689388015662,0.37113150487593344,0.31798053260446885,0.1416555959673715,0.03367413219490265],[0.08558685833418367,-0.0650950991549446,0.13211325765544302,-0.17071965727506466,-0.21900188563935857,0.02681125365652047,0.18228549263899543,0.1416555959673715,0.05945098938284685,0.01692699015215083],[0.021460508371090713,-0.004974724952139949,0.034331795951442846,-0.010518299350966945,-0.023134019583008404,0.024099362476466667,0.03313221815907341,0.03367413219490265,0.01692699015215083,0.0008150291223165572]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.776776434106587,"[-1.,1.,1.,1.,1.,1.,-1.,-1.,1.,-1.]",-1,0.4833567142486572,MA-ALT,,,-2.776776434106587,"[-1,1,1,1,1,1,-1,-1,1,-1]",3,3,3,-1.0,1000,12.10378384590149,Baren_13,-1
37,1,2025-08-28 17:50:51,"[[-0.01313442728166924,0.031974896303910004,0.03466388551464859,-0.08770263010776942,0.019527225376335264,0.007718660516326255,-0.005356920651793503,-0.009380592911155772,0.04293545489212977,-0.0294252075522101],[0.031974896303910004,0.7739524833670162,0.4791267905609531,-0.4370412855754033,0.4400354780435022,0.4647356464165674,0.18671032650399735,0.30411371632325745,0.3589698617522609,0.1620586903231828],[0.03466388551464859,0.4791267905609531,0.28175130442365176,-0.18846253469736457,0.2728920304929665,0.3015493316364837,0.1285673289580421,0.213123407920631,0.1882589819424417,0.14159372319070657],[-0.08770263010776942,-0.4370412855754033,-0.18846253469736457,-0.1618598400030935,-0.26386440542408457,-0.3352176403863158,-0.18890375200518872,-0.3200545386422554,-0.04397492878530559,-0.2995440771069507],[0.019527225376335264,0.4400354780435022,0.2728920304929665,-0.26386440542408457,0.24513106250559566,0.2614754737992573,0.10388909658869704,0.16634583446666654,0.21093215231738432,0.0856942140418228],[0.007718660516326255,0.4647356464165674,0.3015493316364837,-0.3352176403863158,0.2614754737992573,0.2667076914131272,0.09750434373795362,0.1568323368009038,0.2449155271147794,0.06003926730179372],[-0.005356920651793503,0.18671032650399735,0.1285673289580421,-0.18890375200518872,0.10388909658869704,0.09750434373795362,0.03233288554574849,0.04736305674333474,0.1212905596623539,-0.002453131957654009],[-0.009380592911155772,0.30411371632325745,0.213123407920631,-0.3200545386422554,0.16634583446666654,0.1568323368009038,0.04736305674333474,0.06931289129555449,0.2018426598066626,-0.010772414868194125],[0.04293545489212977,0.3589698617522609,0.1882589819424417,-0.04397492878530559,0.21093215231738432,0.2449155271147794,0.1212905596623539,0.2018426598066626,0.10729221870298536,0.15611323041089348],[-0.0294252075522101,0.1620586903231828,0.14159372319070657,-0.2995440771069507,0.0856942140418228,0.06003926730179372,-0.002453131957654009,-0.010772414868194125,0.15611323041089348,-0.07214607475869882]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.2289723226607707,"[1.,-1.,-1.,1.,-1.,-1.,1.,1.,-1.,1.]",-1,0.4823598861694336,MA-ALT,,,-2.2289723226607707,"[1,-1,-1,1,-1,-1,1,1,-1,1]",9,9,8,-1.0,1000,63.48983716964722,,-1
38,1,2025-08-28 17:53:57,"[[0.130052804386588,0.22863931027186524,0.16131102649272422,0.15620036297251383,0.13479192426732714,0.10389451383468114,0.04899790067384863,0.2819785942660411,0.09514053287529164,0.2342648605112718],[0.22863931027186524,0.34908749596539107,0.24956760957782897,0.23796907563017675,0.15353176869149027,0.10221883327726089,-0.05238699597451149,0.36879545027579785,-0.06445437618413702,0.3070169228493501],[0.16131102649272422,0.24956760957782897,0.1778330811327713,0.16964797168735735,0.11344840740984741,0.07691829517049933,-0.028178644362611166,0.26811133276672383,-0.03103921950842567,0.22295789858349585],[0.15620036297251383,0.23796907563017675,0.16964797168735735,0.16147216372029793,0.10303077045968784,0.06898055351800514,-0.0389805087800226,0.24940532138057941,-0.04876331156371935,0.207320043486455],[0.13479192426732714,0.15353176869149027,0.11344840740984741,0.10303077045968784,0.006859945711739524,-0.019736265108112855,-0.17081574528550744,0.09018416077696237,-0.270911099255261,0.0754093915176596],[0.10389451383468114,0.10221883327726089,0.07691829517049933,0.06898055351800514,-0.019736265108112855,-0.03918755957475861,-0.17248980880091297,0.03141676067932037,-0.27766683195192665,0.027045404254275707],[0.04899790067384863,-0.05238699597451149,-0.028178644362611166,-0.0389805087800226,-0.17081574528550744,-0.17248980880091297,-0.35095640895161184,-0.2292786310114119,-0.5795260952388595,-0.1899180279897379],[0.2819785942660411,0.36879545027579785,0.26811133276672383,0.24940532138057941,0.09018416077696237,0.03141676067932037,-0.2292786310114119,0.3059083238978359,-0.3540029822598917,0.25491265259833346],[0.09514053287529164,-0.06445437618413702,-0.03103921950842567,-0.04876331156371935,-0.270911099255261,-0.27766683195192665,-0.5795260952388595,-0.3540029822598917,-0.9565869187984818,-0.2927156261177493],[0.2342648605112718,0.3070169228493501,0.22295789858349585,0.207320043486455,0.0754093915176596,0.027045404254275707,-0.1899180279897379,0.25491265259833346,-0.2927156261177493,0.21223921928801462]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.988695849441865,"[-1.,-1.,-1.,-1.,1.,1.,1.,1.,1.,1.]",-1,0.4873218536376953,MA-ALT,,,-2.988695849441865,"[-1,-1,-1,-1,1,1,1,1,1,1]",29,10,10,-1.0,1000,186.62922883033752,,-1
39,1,2025-08-28 17:54:12,"[[0.2610644175620156,0.2619926681308433,0.11899435138376369,0.1688968876484109,-0.1857468223244968,0.2644472139785164,-0.0009109822218815039,0.26825099382505985,0.3740730637505932,0.05770473049540725],[0.2619926681308433,0.26480464826801065,0.1191956870396569,0.1686784926784826,-0.19488091483447753,0.2662204762196244,-0.0030289079413385184,0.2647513657925563,0.37445075994601107,0.05459827863523968],[0.11899435138376369,0.1191956870396569,0.021346343185819763,0.0611119813800845,-0.27767301678812273,0.17255924173239695,-0.0567416332081242,0.10055727306529116,0.18169989592377825,-0.08121212417899547],[0.1688968876484109,0.1686784926784826,0.0611119813800845,0.10152937057618835,-0.21206814048526818,0.19535765526656795,-0.027650702279259552,0.16248648269875654,0.24651328685204565,-0.014143075206661679],[-0.1857468223244968,-0.19488091483447753,-0.27767301678812273,-0.21206814048526818,-0.9811497820999753,0.11293214195649165,-0.32599408082351433,-0.3116763623672623,-0.2016539126299407,-0.6653692390814053],[0.2644472139785164,0.2662204762196244,0.17255924173239695,0.19535765526656795,0.11293214195649165,0.1843744356693522,0.08657900166892682,0.30086568953196186,0.3582405901738726,0.2268332721861499],[-0.0009109822218815039,-0.0030289079413385184,-0.0567416332081242,-0.027650702279259552,-0.32599408082351433,0.08657900166892682,-0.09563611719954823,-0.038418897800314475,0.016407433534460752,-0.18300228870954688],[0.26825099382505985,0.2647513657925563,0.10055727306529116,0.16248648269875654,-0.3116763623672623,0.30086568953196186,-0.038418897800314475,0.2569521266016849,0.38545948314707346,-0.009975227495808897],[0.3740730637505932,0.37445075994601107,0.18169989592377825,0.24651328685204565,-0.2016539126299407,0.3582405901738726,0.016407433534460752,0.38545948314707346,0.5271688205148654,0.11850082038473347],[0.05770473049540725,0.05459827863523968,-0.08121212417899547,-0.014143075206661679,-0.6653692390814053,0.2268332721861499,-0.18300228870954688,-0.009975227495808897,0.11850082038473347,-0.33643046783127906]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.15347181753958,"[-1.,-1.,1.,1.,1.,-1.,1.,-1.,-1.,1.]",-1,0.2432730197906494,MA-ALT,,,-3.15347181753958,"[-1,-1,1,1,1,-1,1,-1,-1,1]",2,2,2,-1.0,1000,14.463498830795288,,-1
40,1,2025-08-28 17:54:36,"[[-0.0818207749432937,0.23634961433225102,-0.024786111128050455,0.2807630259144755,-0.0708587478937424,-0.029762056576435634,-0.3989293032752887,0.020767152284345163,-0.2537927160613282,-0.05429270094957246],[0.23634961433225102,0.2906845355872882,0.010451836452796931,0.3778382078876079,0.036918760821198084,0.3537094483090035,-0.11036521632207215,0.29286352469379595,0.0921574327988559,0.047149795084131856],[-0.024786111128050455,0.010451836452796931,-0.0034958832535036347,0.010379150483815904,-0.010227585633244425,-0.025908087265690483,-0.040582960445295566,-0.015655792414619896,-0.03642141336442256,-0.009175190927544449],[0.2807630259144755,0.3778382078876079,0.010379150483815904,0.4846732026765496,0.03681142938595703,0.42803007003272336,-0.17021623265485225,0.3593036489829802,0.09122682404618676,0.052333927466759106],[-0.0708587478937424,0.036918760821198084,-0.010227585633244425,0.03681142938595703,-0.0325602857637565,-0.07074844417515655,-0.12471141765859542,-0.04350908857677478,-0.10764878297724345,-0.028339849696568387],[-0.029762056576435634,0.3537094483090035,-0.025908087265690483,0.42803007003272336,-0.07074844417515655,0.0611275233666466,-0.490456484915879,0.10534235184019608,-0.2675434341120163,-0.04873772505184259],[-0.3989293032752887,-0.11036521632207215,-0.040582960445295566,-0.17021623265485225,-0.12471141765859542,-0.490456484915879,-0.3055247161420818,-0.3559533818094009,-0.40729502659362826,-0.12142661750939919],[0.020767152284345163,0.29286352469379595,-0.015655792414619896,0.3593036489829802,-0.04350908857677478,0.10534235184019608,-0.3559533818094009,0.12248700548172752,-0.16751908348863834,-0.026320216360203885],[-0.2537927160613282,0.0921574327988559,-0.03642141336442256,0.09122682404618676,-0.10764878297724345,-0.2675434341120163,-0.40729502659362826,-0.16751908348863834,-0.3675239529821743,-0.09590405248692457],[-0.05429270094957246,0.047149795084131856,-0.009175190927544449,0.052333927466759106,-0.028339849696568387,-0.04873772505184259,-0.12142661750939919,-0.026320216360203885,-0.09590405248692457,-0.023985566453945683]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.358387484584682,"[1.,-1.,1.,-1.,1.,1.,1.,1.,1.,1.]",-1,0.2391033172607422,MA-ALT,,,-3.358387484584682,"[1,-1,1,-1,1,1,1,1,1,1]",6,6,6,-1.0,1000,24.01309037208557,,-1
41,1,2025-08-28 17:54:48,"[[-0.03436665124122115,-0.5159069294580786,-0.045517087908379585,-0.03424487156899218,-0.046230417432292496,-0.3492923526146813,-0.1188846870682227,-0.058201992180613754,-0.06998791585847511,-0.07581166910588008],[-0.5159069294580786,-0.9427800430988406,0.1356385142527114,0.1381675378977737,-0.31397438435474745,-0.46480124136503614,-0.07005873259207612,-0.11194155459828753,0.24302585281816408,-0.07044908724808094],[-0.045517087908379585,0.1356385142527114,0.03396610783893741,0.030735318833961307,-0.010972885176455711,0.11573258505694445,0.04890056477677464,0.020393504740536736,0.05839228261571072,0.030068673442637316],[-0.03424487156899218,0.1381675378977737,0.030735318833961307,0.03006501954114657,-0.007952484139813925,0.11289008356478146,0.04734080206579167,0.015207612994008642,0.055334217225544186,0.025640379981246693],[-0.046230417432292496,-0.31397438435474745,-0.010972885176455711,-0.007952484139813925,-0.045361612591124034,-0.20636632242556294,-0.0644531769468934,-0.04087862603277847,-0.018047429848684973,-0.043688803900175106],[-0.3492923526146813,-0.46480124136503614,0.11573258505694445,0.11289008356478146,-0.20636632242556294,-0.1945825801886214,-0.0030795616999496588,-0.061419566278879116,0.202090830811136,-0.022584120999714807],[-0.1188846870682227,-0.07005873259207612,0.04890056477677464,0.04734080206579167,-0.0644531769468934,-0.0030795616999496588,0.021602412720415128,-0.010587832357301997,0.08557072697293905,0.0058519127210123496],[-0.058201992180613754,-0.11194155459828753,0.020393504740536736,0.015207612994008642,-0.04087862603277847,-0.061419566278879116,-0.010587832357301997,-0.01770687630254655,0.028840456163986325,-0.008966115687925819],[-0.06998791585847511,0.24302585281816408,0.05839228261571072,0.055334217225544186,-0.018047429848684973,0.202090830811136,0.08557072697293905,0.028840456163986325,0.10285525152513549,0.04793051359889352],[-0.07581166910588008,-0.07044908724808094,0.030068673442637316,0.025640379981246693,-0.043688803900175106,-0.022584120999714807,0.0058519127210123496,-0.008966115687925819,0.04793051359889352,0.0013405282770310358]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.6472736923803413,"[1.,1.,-1.,-1.,1.,1.,1.,1.,-1.,1.]",-1,0.2368545532226562,MA-ALT,,,-2.6472736923803413,"[1,1,-1,-1,1,1,1,1,-1,1]",2,2,1,-1.0,1000,11.31287932395935,,-1
42,1,2025-08-28 17:55:21,"[[-0.25210983399799014,-0.2554449300903906,-0.3799067123118991,-0.0648508165036969,-0.13666612787219246,-0.1302413109150009,-0.08218609016606893,-0.5101884178263674,-0.004371720644421463,-0.07045912620564854],[-0.2554449300903906,0.2738989444065156,0.017900044651373154,0.27036182968985906,0.032034963586819676,0.1225537539028254,0.29599645263093033,-0.33366347291769227,0.14566437479454336,0.4190905219656065],[-0.3799067123118991,0.017900044651373154,-0.2676990285097063,0.15656766046905007,-0.07627831938058535,-0.0033408199936607874,0.16306082164516436,-0.6298842044255197,0.10674555832426624,0.26544577992171914],[-0.0648508165036969,0.27036182968985906,0.15656766046905007,0.19330073562443945,0.06912339596444696,0.12599212604358595,0.21777774689429802,-0.014539290244602904,0.09359104036999316,0.2896834636260761],[-0.13666612787219246,0.032034963586819676,-0.07627831938058535,0.06912339596444696,-0.02050958273697751,0.011267516158612162,0.07619817095425306,-0.21798297168583775,0.04688727288684872,0.1202175847316225],[-0.1302413109150009,0.1225537539028254,-0.0033408199936607874,0.12599212604358595,0.011267516158612162,0.054760939497757025,0.1386164271887522,-0.17651586622500695,0.07012884701102898,0.19895160463180064],[-0.08218609016606893,0.29599645263093033,0.16306082164516436,0.21777774689429802,0.07619817095425306,0.1386164271887522,0.24332089902917287,-0.03513153560559887,0.1049441915714561,0.32578893821180166],[-0.5101884178263674,-0.33366347291769227,-0.6298842044255197,-0.014539290244602904,-0.21798297168583775,-0.17651586622500695,-0.03513153560559887,-0.9710276194990053,0.04346247700340436,0.025086780543024045],[-0.004371720644421463,0.14566437479454336,0.10674555832426624,0.09359104036999316,0.04688727288684872,0.07012884701102898,0.1049441915714561,0.04346247700340436,0.04231026964070247,0.13857579863495428],[-0.07045912620564854,0.4190905219656065,0.26544577992171914,0.2896834636260761,0.1202175847316225,0.19895160463180064,0.32578893821180166,0.025086780543024045,0.13857579863495428,0.434431594086873]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.432885147898153,"[1.,1.,1.,-1.,1.,1.,-1.,1.,-1.,-1.]",-1,0.2450034618377685,MA-ALT,,,-3.432885147898153,"[1,1,1,-1,1,1,-1,1,-1,-1]",8,8,6,-1.0,1000,32.81633448600769,,-1
43,1,2025-08-28 17:50:31,"[[-0.6993238724957356,0.09236765888234225,-0.07942119903728379,-0.0900418039860181,-0.31911375651467455,-0.6225960342327332,-0.5366617271264049,-0.6122057132355083,-0.16239878919661205,-0.3261988423282646],[0.09236765888234225,0.114092593783344,0.033064958126712146,0.06523350415632222,0.2861020881521515,0.007693655527999402,-0.013921897785726292,0.055257571755406326,0.07035869660997421,0.24946317463056597],[-0.07942119903728379,0.033064958126712146,-0.00895593460402499,-0.0026365688214309768,-0.0022881721611239525,-0.08112268253885138,-0.07141708622207843,-0.07370515550711966,-0.010744038066444125,-0.00581744864552983],[-0.0900418039860181,0.06523350415632222,-0.0026365688214309768,0.010404693402955344,0.05852081041554283,-0.11032718940039586,-0.10259491479889507,-0.08996692790206251,-0.0004726769377109818,0.044228579217325925],[-0.31911375651467455,0.2861020881521515,-0.0022881721611239525,0.05852081041554283,0.30695644713221126,-0.42110784085620956,-0.39778750695917897,-0.3275968503284985,0.018692883333499465,0.2402576272338045],[-0.6225960342327332,0.007693655527999402,-0.08112268253885138,-0.11032718940039586,-0.42110784085620956,-0.5130328326325974,-0.43236681177141983,-0.5307396759074131,-0.17259773708073736,-0.4081590587154225],[-0.5366617271264049,-0.013921897785726292,-0.07141708622207843,-0.10259491479889507,-0.39778750695917897,-0.43236681177141983,-0.36200086397494624,-0.4552450869418424,-0.156053923142428,-0.3812599446223242],[-0.6122057132355083,0.055257571755406326,-0.07370515550711966,-0.08996692790206251,-0.3275968503284985,-0.5307396759074131,-0.4552450869418424,-0.5274295130852944,-0.1517921025291205,-0.3313780198632826],[-0.16239878919661205,0.07035869660997421,-0.010744038066444125,-0.0004726769377109818,0.018692883333499465,-0.17259773708073736,-0.156053923142428,-0.1517921025291205,-0.018894526286615206,0.003363803903922734],[-0.3261988423282646,0.24946317463056597,-0.00581744864552983,0.044228579217325925,0.2402576272338045,-0.4081590587154225,-0.3812599446223242,-0.3313780198632826,0.003363803903922734,0.18668552176421113]]",10,Random,10,-1.0,-1.0,-1.0,-,-5.971889407109426,"[1.,-1.,1.,1.,1.,1.,1.,1.,1.,1.]",-1,0.480398416519165,MA-ALT,,,-5.971889407109426,"[1,-1,1,1,1,1,1,1,1,1]",6,6,6,-1.0,1000,44.38517546653748,,-1
44,1,2025-08-28 17:50:48,"[[-0.04915448959721267,-0.014857241067564923,-0.45696240335116467,-0.5114671050253642,-0.11691412642328906,-0.48297279276816096,0.3902694838984516,0.26193319244760727,0.3895082934091369,0.04484758016358133],[-0.014857241067564923,-0.003271166148372843,-0.21228048261317461,-0.23960981574373735,-0.05329551805836086,-0.22988176484568595,0.19111268718095953,0.1310144676684602,0.1887019244884402,0.028787956613639948],[-0.45696240335116467,-0.21228048261317461,-0.8811867275424458,-0.8690705618328873,-0.27682989250230916,-0.6283132352766593,0.24594100175044953,-0.0224838486511022,0.37304474565107715,-0.27518805735597407],[-0.5114671050253642,-0.23960981574373735,-0.8690705618328873,-0.8367958918865821,-0.28169207227136916,-0.5689465363651138,0.15809655547510892,-0.10862795418709825,0.30507861565672084,-0.33168872848789466],[-0.11691412642328906,-0.05329551805836086,-0.27682989250230916,-0.28169207227136916,-0.08251659019596942,-0.21838944727679815,0.11330469503518029,0.030518580215341748,0.1445725585835315,-0.05931557564865121],[-0.48297279276816096,-0.22988176484568595,-0.6283132352766593,-0.5689465363651138,-0.21838944727679815,-0.31745675868705736,-0.04267851857955271,-0.24002822189861028,0.10387365960735057,-0.3528127126617619],[0.3902694838984516,0.19111268718095953,0.24594100175044953,0.15809655547510892,0.11330469503518029,-0.04267851857955271,0.29553728109651267,0.3824170245221756,0.16803391755325015,0.3389398395883815],[0.26193319244760727,0.1310144676684602,-0.0224838486511022,-0.10862795418709825,0.030518580215341748,-0.24002822189861028,0.3824170245221756,0.38607298777371457,0.291177270336364,0.26611243075646906],[0.3895082934091369,0.1887019244884402,0.37304474565107715,0.30507861565672084,0.1445725585835315,0.10387365960735057,0.16803391755325015,0.291177270336364,0.046305651479072604,0.31246161952833595],[0.04484758016358133,0.028787956613639948,-0.27518805735597407,-0.33168872848789466,-0.05931557564865121,-0.3528127126617619,0.3389398395883815,0.26611243075646906,0.31246161952833595,0.1015610167413013]]",10,Random,10,-1.0,-1.0,-1.0,-,-6.372397036524542,"[1.,1.,1.,1.,1.,1.,-1.,-1.,-1.,1.]",-1,0.4851703643798828,MA-ALT,,,-6.372397036524542,"[1,1,1,1,1,1,-1,-1,-1,1]",4,4,4,-1.0,1000,16.552685260772705,,-1
45,1,2025-08-28 17:51:06,"[[-0.17512215979528678,-0.1378650888765725,0.027521917285186104,-0.17104957982158606,-0.18934561880988357,0.07064516431440965,0.14403663210360088,0.06753693511947394,-0.0857297349948308,-0.394108637628121],[-0.1378650888765725,-0.057997102672983226,0.09962150120015281,-0.2025605522788471,-0.06632459936861143,0.13481419451665613,0.2734394261000285,0.1062809976650673,-0.05617642911159913,-0.38002640407768207],[0.027521917285186104,0.09962150120015281,0.12170652584558835,-0.10469129666007924,0.142047385902903,0.1267250069783727,0.23194425677547997,0.07763653071716714,0.034018058211100634,-0.0764802700054405],[-0.17104957982158606,-0.2025605522788471,-0.10469129666007924,-0.04595840880056784,-0.3023655447215192,-0.06473997497039854,-0.10768255404472998,-0.016111704472479102,-0.0999565703763029,-0.26056654059966444],[-0.18934561880988357,-0.06632459936861143,0.142047385902903,-0.3023655447215192,-0.1047917779691861,0.20019616982254526,0.38376029235398573,0.154369950612803,-0.0767107381083732,-0.5382555071509266],[0.07064516431440965,0.13481419451665613,0.1267250069783727,-0.06473997497039854,0.20019616982254526,0.11798161236241751,0.21074151825275245,0.06456777492796495,0.050310093837593904,0.01660036465261705],[0.14403663210360088,0.2734394261000285,0.23194425677547997,-0.10768255404472998,0.38376029235398573,0.21074151825275245,0.37898996097190124,0.1158602477037753,0.10282002089960242,0.07789759038107252],[0.06753693511947394,0.1062809976650673,0.07763653071716714,-0.016111704472479102,0.154369950612803,0.06456777492796495,0.1158602477037753,0.032138504052362606,0.042846416344111606,0.07010903919516648],[-0.0857297349948308,-0.05617642911159913,0.034018058211100634,-0.0999565703763029,-0.0767107381083732,0.050310093837593904,0.10282002089960242,0.042846416344111606,-0.0362208022555646,-0.19592210004531554],[-0.394108637628121,-0.38002640407768207,-0.0764802700054405,-0.26056654059966444,-0.5382555071509266,0.01660036465261705,0.07789759038107252,0.07010903919516648,-0.19592210004531554,-0.7533739802409276]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.4879533646491883,"[1.,1.,-1.,1.,1.,-1.,-1.,-1.,1.,1.]",-1,0.482109785079956,MA-ALT,,,-3.4879533646491883,"[1,1,-1,1,1,-1,-1,-1,1,1]",3,3,1,-1.0,1000,17.458545446395874,,-1
