Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str)
34,1,2025-08-20 17:43:30,"[[-0.49266033658651665,-0.07987809321552863,-0.08682320257257689,-0.14643036554748906,-0.044343629272650883,-0.10212542114058215,0.44353323301537767,-0.26618679950061014,-0.5760319204420561,-0.23321583474028362],[-0.07987809321552863,-0.012074436735413011,-0.015131272348359029,-0.019216377449356444,-0.007885778475821933,-0.02151942992666777,0.05455594411896221,-0.03665961714136827,-0.07703561566603484,-0.031713413463996455],[-0.08682320257257689,-0.015131272348359029,-0.014451057367205618,-0.032021677011436676,-0.005931762215765025,-0.011177661783425191,0.1018245920282914,-0.05608068670651592,-0.12366719618376774,-0.04924147506146914],[-0.14643036554748906,-0.019216377449356444,-0.032021677011436676,-0.01515048314005968,-0.018266022517118986,-0.06216606058858173,0.021390132722990687,-0.038975097938506634,-0.06917800840688451,-0.03277937572570215],[-0.044343629272650883,-0.007885778475821933,-0.005931762215765025,-0.018266022517118986,-0.004297835138405536,-0.003351465324018028,0.06035711024305968,-0.03044702454725315,-0.07021342622200026,-0.02727448463708674],[-0.10212542114058215,-0.02151942992666777,-0.011177661783425191,-0.06216606058858173,-0.003351465324018028,0.01441592340539038,0.2155352076624398,-0.09994007207991834,-0.23328826588059803,-0.08906286000770064],[0.44353323301537767,0.05455594411896221,0.1018245920282914,0.021390132722990687,0.06035711024305968,0.2155352076624398,0.029998149556467457,0.08366955447728493,0.12248661910423209,0.06823351168103484],[-0.26618679950061014,-0.03665961714136827,-0.05608068670651592,-0.038975097938506634,-0.03044702454725315,-0.09994007207991834,0.08366955447728493,-0.08733852631137008,-0.16702271014240944,-0.07416767923300147],[-0.5760319204420561,-0.07703561566603484,-0.12366719618376774,-0.06917800840688451,-0.07021342622200026,-0.23328826588059803,0.12248661910423209,-0.16702271014240944,-0.3073548814020966,-0.14116385339670648],[-0.23321583474028362,-0.031713413463996455,-0.04924147506146914,-0.03277937572570215,-0.02727448463708674,-0.08906286000770064,0.06823351168103484,-0.07416767923300147,-0.14116385339670648,-0.06285908258574201]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.9305489200028267,"[1,1,1,1,1,1,-1,1,1,1]",-1,0.2169897556304931,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
35,1,2025-08-20 17:43:30,"[[-0.6259592517209356,-0.0021304845461284083,-0.30119742410715883,-0.11329463839539694,0.1772301914376466,-0.3548724157193556,0.1346113461903236,-0.7517850500843315,-0.20580223701442096,-0.06928542836661325],[-0.0021304845461284083,0.11561488458781541,-0.019193479320641936,0.1188007940217845,0.18040740538464523,-0.10831668867584615,0.10398494137615959,-0.10978969761381671,-0.02550956409281642,0.023111707636418788],[-0.30119742410715883,-0.019193479320641936,-0.14630678538187372,-0.07026435227187525,0.05592936772216067,-0.15164873375479182,0.0478612247479978,-0.3465364663293883,-0.09765286103102588,-0.03909825434091666],[-0.11329463839539694,0.1188007940217845,-0.07026435227187525,0.01478859040222565,0.23108423890654026,-0.19748766525772632,0.1396526306669899,-0.2843466166592686,-0.060986099042007365,-0.009730117331943598],[0.1772301914376466,0.18040740538464523,0.05592936772216067,0.23108423890654026,0.2767073081672757,-0.08741093493367161,0.14233094025697313,0.003779477316746105,0.01953396919058531,0.0737412419746455],[-0.3548724157193556,-0.10831668867584615,-0.15164873375479182,-0.19748766525772632,-0.08741093493367161,-0.09216993641098827,-0.03188494291398167,-0.30433707053238807,-0.09560204186659925,-0.07569541193736172],[0.1346113461903236,0.10398494137615959,0.0478612247479978,0.1396526306669899,0.14233094025697313,-0.03188494291398167,0.07596223724356393,0.036863749265248144,0.02451090774425548,0.04585069318903988],[-0.7517850500843315,-0.10978969761381671,-0.3465364663293883,-0.2843466166592686,0.003779477316746105,-0.30433707053238807,0.036863749265248144,-0.7468285922040391,-0.23443719413256783,-0.13687592551593955],[-0.20580223701442096,-0.02550956409281642,-0.09765286103102588,-0.060986099042007365,0.01953396919058531,-0.09560204186659925,0.02451090774425548,-0.23443719413256783,-0.062438417277724735,-0.02789351055719779],[-0.06928542836661325,0.023111707636418788,-0.03909825434091666,-0.009730117331943598,0.0737412419746455,-0.07569541193736172,0.04585069318903988,-0.13687592551593955,-0.02789351055719779,-0.0046863270406613386]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.838575652124322,"[1,1,1,1,-1,1,-1,1,1,1]",-1,0.2152810096740722,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
36,1,2025-08-20 17:43:29,"[[-0.8683301954929966,-0.14220547244430753,0.17613582776350808,-0.3160421288903821,-0.1646799008978822,0.00979945009760596,0.027477207280235824,-0.21397294706439995,-0.3281148429864643,-0.08192516897277327],[-0.14220547244430753,0.04492469447758177,0.08552052599726873,-0.04319535497861815,-0.03069030574576309,0.024561930510603198,0.07771371458567229,-0.05563723057910343,0.1448222751655217,0.060060617386485445],[0.17613582776350808,0.08552052599726873,0.009313669095230424,0.07069553014654795,0.028774020132827077,0.018182546672819745,0.05057057976655775,0.027106689872759993,0.2184128277809892,0.07393977872603652],[-0.3160421288903821,-0.04319535497861815,0.07069553014654795,-0.11381377491244417,-0.06145176646258706,0.007425689662966547,0.016557876151791898,-0.07994666501240383,-0.10157372300605085,-0.022206354668791783],[-0.1646799008978822,-0.03069030574576309,0.028774020132827077,-0.06145176646258706,-0.02433552424863229,0.0004526322130114788,-0.004529580403920229,-0.03924594414054125,-0.07645809996172742,-0.013420866058888065],[0.00979945009760596,0.024561930510603198,0.018182546672819745,0.007425689662966547,0.0004526322130114788,0.0075333418917207205,0.025497195188836294,-0.004548146226621759,0.07376262053794952,0.026685310113487536],[0.027477207280235824,0.07771371458567229,0.05057057976655775,0.016557876151791898,-0.004529580403920229,0.025497195188836294,0.07315544698245578,-0.014538709640576124,0.2023971155490198,0.06989716486278026],[-0.21397294706439995,-0.05563723057910343,0.027106689872759993,-0.07994666501240383,-0.03924594414054125,-0.004548146226621759,-0.014538709640576124,-0.04655873532595623,-0.13826634413993072,-0.0412574829352389],[-0.3281148429864643,0.1448222751655217,0.2184128277809892,-0.10157372300605085,-0.07645809996172742,0.07376262053794952,0.2023971155490198,-0.13826634413993072,0.3958983715128903,0.16558417068395065],[-0.08192516897277327,0.060060617386485445,0.07393977872603652,-0.022206354668791783,-0.013420866058888065,0.026685310113487536,0.06989716486278026,-0.0412574829352389,0.16558417068395065,0.0747345719104382]]",10,Random,10,-1.0,-1.0,-1.0,-,-1.767928065020056,"[1,1,-1,1,1,-1,-1,1,1,-1]",-1,0.2169065475463867,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
37,1,2025-08-20 17:43:29,"[[0.2621464771656349,-0.444266037569559,-0.08787875063501184,0.26647635884543885,0.09293897848991554,0.08552720692717782,0.19731379254968398,-0.02709147717136303,-0.10560372607489735,0.061065262960743605],[-0.444266037569559,-0.44785755195890664,-0.2334489667084704,-0.3865813733658113,-0.004377391445834197,-0.3379414206175583,-0.3467277048574653,-0.21873875028704917,-0.20936949466072105,-0.2765353847106502],[-0.08787875063501184,-0.2334489667084704,-0.09361538114832427,-0.06623331016239545,0.01964661085259925,-0.09108004185585687,-0.07109738038185835,-0.0734523867324573,-0.09223418560670268,-0.07788297155366151],[0.26647635884543885,-0.3865813733658113,-0.06623331016239545,0.26679234380576167,0.08521663203701767,0.09940232880621823,0.20142036321092033,-0.014685236681349273,-0.08388458854778011,0.07307337599231906],[0.09293897848991554,-0.004377391445834197,0.01964661085259925,0.08521663203701767,0.011051541781678052,0.05674610155442684,0.07155520149736311,0.021039197895678964,0.014875409106283637,0.04510198753880499],[0.08552720692717782,-0.3379414206175583,-0.09108004185585687,0.09940232880621823,0.05674610155442684,-0.004407199478950179,0.062163799914885416,-0.049135788944389656,-0.09932341095744512,-0.008891221946695763],[0.19731379254968398,-0.3467277048574653,-0.07109738038185835,0.20142036321092033,0.07155520149736311,0.062163799914885416,0.15121742158012927,-0.02170899502203015,-0.0813186856619397,0.046388887667214586],[-0.02709147717136303,-0.21873875028704917,-0.0734523867324573,-0.014685236681349273,0.021039197895678964,-0.049135788944389656,-0.02170899502203015,-0.05855693184508831,-0.0702960082018544,-0.04128608154413846],[-0.10560372607489735,-0.20936949466072105,-0.09223418560670268,-0.08388458854778011,0.014875409106283637,-0.09932341095744512,-0.0813186856619397,-0.0702960082018544,-0.0857078875225025,-0.08134508195343623],[0.061065262960743605,-0.2765353847106502,-0.07788297155366151,0.07307337599231906,0.04510198753880499,-0.008891221946695763,0.046388887667214586,-0.04128608154413846,-0.08134508195343623,-0.009491475472861572]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.2846080176996613,"[1,1,1,-1,-1,1,1,1,1,1]",-1,0.2146234512329101,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
38,1,2025-08-20 17:43:29,"[[0.02759412298765831,-0.08567581941442176,-0.15691136018527313,0.009255792762643789,0.02803913173897448,0.020687040996068856,-0.01568058747992096,0.014045554333633506,-0.07773780131739509,0.025830655385681918],[-0.08567581941442176,-0.5457647293098764,-0.6150863563290707,-0.21381413476139421,-0.23168216003914124,-0.18214626597386793,-0.23985888861539734,-0.17260168292651717,-0.23012903885913355,-0.3537244484742772],[-0.15691136018527313,-0.6150863563290707,-0.6028839924392836,-0.30610772652467366,-0.3574428188645176,-0.27947972235298196,-0.3029402969219276,-0.256741768979887,-0.19834830734009334,-0.5200116318236689],[0.009255792762643789,-0.21381413476139421,-0.30610772652467366,-0.036360211375849986,-0.020770366988087593,-0.017990847441270705,-0.07025764311603087,-0.022872468005477656,-0.1353718897304241,-0.05149606118629098],[0.02803913173897448,-0.23168216003914124,-0.3574428188645176,-0.020770366988087593,0.003942934111979242,0.001756224495038747,-0.0665549762973125,-0.006622811805672409,-0.16198511587801281,-0.020774525493185668],[0.020687040996068856,-0.18214626597386793,-0.27947972235298196,-0.017990847441270705,0.001756224495038747,5.7103036266881654e-05,-0.05260455086167567,-0.006687757733279361,-0.12710196051320274,-0.018536314131362485],[-0.01568058747992096,-0.23985888861539734,-0.3029402969219276,-0.07025764311603087,-0.0665549762973125,-0.05260455086167567,-0.09343417672911712,-0.05327618089112711,-0.12252139843179662,-0.11121946931499885],[0.014045554333633506,-0.17260168292651717,-0.256741768979887,-0.022872468005477656,-0.006622811805672409,-0.006687757733279361,-0.05327618089112711,-0.011996824649688084,-0.11579550611976867,-0.028574980572917606],[-0.07773780131739509,-0.23012903885913355,-0.19834830734009334,-0.1353718897304241,-0.16198511587801281,-0.12710196051320274,-0.12252139843179662,-0.11579550611976867,-0.05789023560138585,-0.2314943342269628],[0.025830655385681918,-0.3537244484742772,-0.5200116318236689,-0.05149606118629098,-0.020774525493185668,-0.018536314131362485,-0.11121946931499885,-0.028574980572917606,-0.2314943342269628,-0.06613616564874031]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.949979726062292,"[1,1,1,1,1,1,1,1,1,1]",-1,0.2162754535675048,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
39,1,2025-08-20 17:43:30,"[[0.7165627308066969,0.18062066866793658,0.5017990187009269,0.3393484290517962,-0.1088843793117932,-0.32740902624312596,-0.014673390084361915,0.12329771211929601,0.1272739311796856,-0.31332553760351634],[0.18062066866793658,0.04619575425648806,0.14659373582586419,0.08401642855252495,-0.04219338931124267,-0.12451624807072148,-0.023980650454540925,0.02230216242110543,0.03304920234439804,-0.10620036240897836],[0.5017990187009269,0.14659373582586419,0.17866588185198334,0.25580399757534733,0.043049734565257916,0.1014147700956056,0.2553258803372289,0.18469778148160493,0.09115497984913246,0.063433118673337],[0.3393484290517962,0.08401642855252495,0.25580399757534733,0.15883289302207637,-0.06455562109754848,-0.19044443591612165,-0.035516002202024374,0.04725324405900676,0.06017883643722628,-0.17872530318323288],[-0.1088843793117932,-0.04219338931124267,0.043049734565257916,-0.06455562109754848,-0.06648881799859527,-0.17899828834724923,-0.18140161391212617,-0.08627798443253665,-0.02016303147452327,-0.147013366520721],[-0.32740902624312596,-0.12451624807072148,0.1014147700956056,-0.19044443591612165,-0.17899828834724923,-0.4811910885712605,-0.5089576612544038,-0.2454639675658507,-0.061840176893119686,-0.4013799531745754],[-0.014673390084361915,-0.023980650454540925,0.2553258803372289,-0.035516002202024374,-0.18140161391212617,-0.5089576612544038,-0.40725789669118506,-0.15996012975160323,-0.0069894158674741955,-0.43039578047298854],[0.12329771211929601,0.02230216242110543,0.18469778148160493,0.04725324405900676,-0.08627798443253665,-0.2454639675658507,-0.15996012975160323,-0.03943135687125258,0.019219697538706525,-0.21927472454378227],[0.1272739311796856,0.03304920234439804,0.09115497984913246,0.06017883643722628,-0.02016303147452327,-0.061840176893119686,-0.0069894158674741955,0.019219697538706525,0.02165446313194413,-0.06063976243324121],[-0.31332553760351634,-0.10620036240897836,0.063433118673337,-0.17872530318323288,-0.147013366520721,-0.4013799531745754,-0.43039578047298854,-0.21927472454378227,-0.06063976243324121,-0.32823290832182245]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.316818472347356,"[-1,1,-1,1,1,1,1,1,1,1]",-1,0.2149882316589355,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
40,1,2025-08-20 17:43:30,"[[0.1351198036654505,0.027216631992507623,0.05719878361518636,-0.0437285891965119,0.11777392234272609,0.39199715548490255,0.056288328628274875,0.03341851736271531,0.16831803992562888,0.11224518448003283],[0.027216631992507623,-0.158926269438428,-0.20174676425643917,-0.17710425144259262,-0.044763130668298116,-0.2546798453438845,-0.07569147067157886,-0.034933072410384305,0.03306955021860386,0.07179788218920653],[0.05719878361518636,-0.20174676425643917,-0.261193274013454,-0.23488660043234222,-0.0336939886890845,-0.2936142982212132,-0.09284478650386874,-0.030807539185367185,0.05598545065014081,0.0880156031522939],[-0.0437285891965119,-0.17710425144259262,-0.23488660043234222,-0.15604928361910295,-0.10494155437122951,-0.4696651262809545,-0.10725598715825133,-0.05006761585334007,-0.057874907460809186,0.007153049343684853],[0.11777392234272609,-0.044763130668298116,-0.0336939886890845,-0.10494155437122951,0.0787930286956591,0.20687518059927995,0.01360816497953508,0.015310292835410615,0.14532161988842565,0.11153886641748499],[0.39199715548490255,-0.2546798453438845,-0.2936142982212132,-0.4696651262809545,0.20687518059927995,0.3869515637407259,-0.022311515241518386,0.031167964052234428,0.452518329871863,0.3809200605808593],[0.056288328628274875,-0.07569147067157886,-0.09284478650386874,-0.10725598715825133,0.01360816497953508,-0.022311515241518386,-0.023840020444047334,-0.005556146165919642,0.06531421055953511,0.0666664039893301],[0.03341851736271531,-0.034933072410384305,-0.030807539185367185,-0.05006761585334007,0.015310292835410615,0.031167964052234428,-0.005556146165919642,-0.001983868498551372,0.04701054006938004,0.042396645817053984],[0.16831803992562888,0.03306955021860386,0.05598545065014081,-0.057874907460809186,0.14532161988842565,0.452518329871863,0.06531421055953511,0.04701054006938004,0.19577685318112337,0.12525542703960602],[0.11224518448003283,0.07179788218920653,0.0880156031522939,0.007153049343684853,0.11153886641748499,0.3809200605808593,0.0666664039893301,0.042396645817053984,0.12525542703960602,0.06941764955819901]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.3405878310918213,"[-1,1,1,1,-1,1,1,1,-1,-1]",-1,0.2179441452026367,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
41,1,2025-08-20 17:43:29,"[[-0.24663906327421953,-0.19398832775146374,-0.20196058766648634,0.1622014704105888,0.07393583610974902,-0.017116657396441748,-0.13940619582238495,-0.41332299077616536,-0.06459993831016447,-0.3128585647257019],[-0.19398832775146374,-0.10714845702085687,-0.11360179253657847,-0.030283483623746457,-0.016446354340341966,-0.06589161799156386,-0.19968101425429377,-0.19827175579908085,-0.1065807613535627,-0.13427479715127225],[-0.20196058766648634,-0.11360179253657847,-0.1207304347499689,-0.023310606904415568,-0.013089761443053766,-0.06605707436298851,-0.20257656848869549,-0.2125417785788461,-0.10793905849241535,-0.1454961690918926],[0.1622014704105888,-0.030283483623746457,-0.023310606904415568,0.4383550493807478,0.20970347752659166,0.19232603707870044,0.40183845745800356,-0.1664189043993223,0.2345896556278926,-0.18005525653832616],[0.07393583610974902,-0.016446354340341966,-0.013089761443053766,0.20970347752659166,0.09959842058070349,0.09125169228719666,0.18830488014472246,-0.08500268020313889,0.1098647147498173,-0.08956279327156581],[-0.017116657396441748,-0.06589161799156386,-0.06605707436298851,0.19232603707870044,0.09125169228719666,0.059274510298078606,0.0935752556206545,-0.1737927815658884,0.05984339353028442,-0.14940525512849415],[-0.13940619582238495,-0.19968101425429377,-0.20257656848869549,0.40183845745800356,0.18830488014472246,0.0935752556206545,0.09704376816527135,-0.48386772323809485,0.07195943508557115,-0.3967621010993803],[-0.41332299077616536,-0.19827175579908085,-0.2125417785788461,-0.1664189043993223,-0.08500268020313889,-0.1737927815658884,-0.48386772323809485,-0.34069063009546746,-0.2631507521031545,-0.2143788469020681],[-0.06459993831016447,-0.1065807613535627,-0.10793905849241535,0.2345896556278926,0.1098647147498173,0.05984339353028442,0.07195943508557115,-0.2631507521031545,0.05127865940182238,-0.21798362288021997],[-0.3128585647257019,-0.13427479715127225,-0.1454961690918926,-0.18005525653832616,-0.08956279327156581,-0.14940525512849415,-0.3967621010993803,-0.2143788469020681,-0.21798362288021997,-0.12374779266712241]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.009886309566408,"[1,1,1,-1,-1,1,1,1,1,1]",-1,0.2170939445495605,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
42,1,2025-08-20 17:43:29,"[[0.4050890721837028,-0.005012543633831773,-0.1341091562258434,0.2869516798779286,0.1112564417880427,0.3696856299984897,0.11567197020828854,0.6151684280263441,-0.14050938663678408,-0.30043321411562246],[-0.005012543633831773,-0.08477588782194428,-0.15817507842646789,0.06788652786923717,-0.19377359171488087,0.0009099597424858386,-0.12887874444331374,0.05952187359548684,-0.1476450025873316,-0.21497359131447621],[-0.1341091562258434,-0.15817507842646789,-0.24817669007663842,0.036679949865641354,-0.39644646563121644,-0.13045929369110776,-0.27263909310068934,-0.08986370931761437,-0.2337605748426279,-0.3077447592920401],[0.2869516798779286,0.06788652786923717,0.036679949865641354,0.14094850868652245,0.23868191953672177,0.2531638192243765,0.18532818111040814,0.3719328712728648,0.025057541116320012,-0.023903224649562085],[0.1112564417880427,-0.19377359171488087,-0.39644646563121644,0.23868191953672177,-0.40180824137785637,0.10178316718182057,-0.2569772928788398,0.3105155019451623,-0.37764014685140845,-0.5673671214247319],[0.3696856299984897,0.0009099597424858386,-0.13045929369110776,0.2531638192243765,0.10178316718182057,0.2974808744301587,0.09907509334085446,0.5306220075938987,-0.12474542023422713,-0.2706870697951453],[0.11567197020828854,-0.12887874444331374,-0.27263909310068934,0.18532818111040814,-0.2569772928788398,0.09907509334085446,-0.15623757064110946,0.26222028730195157,-0.2640959321533571,-0.4065455436330806],[0.6151684280263441,0.05952187359548684,-0.08986370931761437,0.3719328712728648,0.3105155019451623,0.5306220075938987,0.26222028730195157,0.8516475028442851,-0.09913651469554638,-0.27713398471266704],[-0.14050938663678408,-0.1476450025873316,-0.2337605748426279,0.025057541116320012,-0.37764014685140845,-0.12474542023422713,-0.2640959321533571,-0.09913651469554638,-0.2141192497791427,-0.2791629361046785],[-0.30043321411562246,-0.21497359131447621,-0.3077447592920401,-0.023903224649562085,-0.5673671214247319,-0.2706870697951453,-0.4065455436330806,-0.27713398471266704,-0.2791629361046785,-0.3450588829680841]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.727617985464049,"[-1,1,1,-1,1,1,1,-1,1,1]",-1,0.214090347290039,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
43,1,2025-08-20 17:43:29,"[[-0.0897848825212409,0.08595859226324462,0.013912878667438941,-0.23192049344685106,-0.10748877900237004,-0.3202184568268036,0.056306472166901406,-0.28785355188929734,-0.23668629177491646,0.058890951024564236],[0.08595859226324462,0.15829190827303424,0.052293760027263825,0.10894459751223352,0.07020851086894526,-0.041242282224387805,0.08198181146467615,-0.15899892426202905,-0.1136047567344339,0.22576328427595385],[0.013912878667438941,0.052293760027263825,0.015812809279419113,0.005506568876525841,0.00803807461798256,-0.04553611196997994,0.028269721235087118,-0.07394122805538775,-0.05635166935706894,0.06772862148764655],[-0.23192049344685106,0.10894459751223352,0.005506568876525841,-0.5424346478299971,-0.2601509289641021,-0.6615733479347503,0.08148798349027567,-0.5373600454119114,-0.450687574018408,0.018332508385522667],[-0.10748877900237004,0.07020851086894526,0.00803807461798256,-0.2601509289641021,-0.1231778507099851,-0.3361762902674837,0.04903914766961462,-0.2853623048288824,-0.2375752291096779,0.031677019466621575],[-0.3202184568268036,-0.041242282224387805,-0.04553611196997994,-0.6615733479347503,-0.3361762902674837,-0.6404093938397282,0.004834645766282508,-0.39887134378028666,-0.3534284421925738,-0.19830619057079987],[0.056306472166901406,0.08198181146467615,0.028269721235087118,0.08148798349027567,0.04903914766961462,0.004834645766282508,0.04132984356997476,-0.0645183387278769,-0.04337610220961731,0.12234155251148872],[-0.28785355188929734,-0.15899892426202905,-0.07394122805538775,-0.5373600454119114,-0.2853623048288824,-0.39887134378028666,-0.0645183387278769,-0.13820077658155036,-0.14500941612349272,-0.3212314373029641],[-0.23668629177491646,-0.1136047567344339,-0.05635166935706894,-0.450687574018408,-0.2375752291096779,-0.3534284421925738,-0.04337610220961731,-0.14500941612349272,-0.1438398917410941,-0.2440381963860516],[0.058890951024564236,0.22576328427595385,0.06772862148764655,0.018332508385522667,0.031677019466621575,-0.19830619057079987,0.12234155251148872,-0.3212314373029641,-0.2440381963860516,0.29219748817288743]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.718047673192799,"[1,-1,1,1,1,1,-1,1,1,1]",-1,0.2151117324829101,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
44,1,2025-08-20 17:43:30,"[[-0.1130594558780486,-0.20562492735848975,-0.10244832325767168,-0.06771676628483733,-0.1562528574842591,0.09401683125965007,-0.3436667087901256,0.18801055630329502,-0.0281512979141815,-0.06990216113311384],[-0.20562492735848975,-0.21916337156698526,-0.2751801205160614,-0.09102301173571314,-0.16168252134590982,-0.00023625049916994878,-0.2843053817956007,0.09263220044179313,-0.10056814472670049,-0.15087009705154958],[-0.10244832325767168,-0.2751801205160614,-0.04155928840457492,-0.08029275554430809,-0.2088133943308573,0.18043463911339097,-0.50636763779273,0.31008385351255585,0.004703142492265704,-0.04941026791614244],[-0.06771676628483733,-0.09102301173571314,-0.08029275554430809,-0.03377985041041947,-0.06820405032640525,0.01998483557667898,-0.13467120215569384,0.06133391480259729,-0.027652941601636335,-0.046886155196526336],[-0.1562528574842591,-0.16168252134590982,-0.2088133943308573,-0.06820405032640525,-0.11985544131041015,-0.0033331163084949073,-0.20728354684879938,0.06689365436170869,-0.07612982889919773,-0.11585590665119838],[0.09401683125965007,-0.00023625049916994878,0.18043463911339097,0.01998483557667898,-0.0033331163084949073,0.10673682198048733,-0.08760961374357012,0.11379985470241247,0.0760904657399271,0.0845499851684067],[-0.3436667087901256,-0.2843053817956007,-0.50636763779273,-0.13467120215569384,-0.20728354684879938,-0.08760961374357012,-0.29626451194564346,0.024087225250973954,-0.19409962529439787,-0.2645774234090207],[0.18801055630329502,0.09263220044179313,0.31008385351255585,0.06133391480259729,0.06689365436170869,0.11379985470241247,0.024087225250973954,0.0820134903076817,0.12661481066104915,0.15550868589844424],[-0.0281512979141815,-0.10056814472670049,0.004703142492265704,-0.027652941601636335,-0.07612982889919773,0.0760904657399271,-0.19409962529439787,0.12661481066104915,0.010786714306778791,-0.010018045797273015],[-0.06990216113311384,-0.15087009705154958,-0.04941026791614244,-0.046886155196526336,-0.11585590665119838,0.0845499851684067,-0.2645774234090207,0.15550868589844424,-0.010018045797273015,-0.03979500532345915]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.653289732765247,"[1,1,1,1,1,-1,1,-1,1,1]",-1,0.2149703502655029,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
45,1,2025-08-20 17:43:30,"[[0.04085139765742822,0.16627264651693383,0.013527966912351232,0.09138612335664839,0.0984205804388522,0.13897873002092753,0.1726883449163664,0.06490310831303187,0.07208610319507934,-0.036321517841435474],[0.16627264651693383,0.12960118036883633,-0.2548627402729562,0.3323697158928206,0.4474271444200285,0.08115571191289513,0.4688236618251794,-0.009149958793135727,0.33809688404091953,-0.48943648433345954],[0.013527966912351232,-0.2548627402729562,-0.1459388476259036,0.018679762285327015,0.06307433830120114,-0.20676377972860405,-0.0442674750338512,-0.14381382027543588,0.028058201211196808,-0.21404304135776825],[0.09138612335664839,0.3323697158928206,0.018679762285327015,0.1977907190164453,0.2181694247762097,0.27805292911451773,0.3559149798572698,0.1381535455814323,0.162696402600721,-0.08859056151750315],[0.0984205804388522,0.4474271444200285,0.06307433830120114,0.2181694247762097,0.22710442448974957,0.37399657934448843,0.4179896078503563,0.19336179354700228,0.17220753104893483,-0.04208141385707968],[0.13897873002092753,0.08115571191289513,-0.20676377972860405,0.27805292911451773,0.37399657934448843,0.05719013564931835,0.384384405350351,-0.011772392226354275,0.27330054903502315,-0.41607859483390214],[0.1726883449163664,0.4688236618251794,-0.0442674750338512,0.3559149798572698,0.4179896078503563,0.384384405350351,0.5805230808840046,0.20621631459202053,0.32173781305467997,-0.2429793817911901],[0.06490310831303187,-0.009149958793135727,-0.14381382027543588,0.1381535455814323,0.19336179354700228,-0.011772392226354275,0.20621631459202053,-0.0677903596169381,0.12933977128348959,-0.2691054336296886],[0.07208610319507934,0.33809688404091953,0.028058201211196808,0.162696402600721,0.17220753104893483,0.27330054903502315,0.32173781305467997,0.12933977128348959,0.13438359822446716,-0.04724378988103191],[-0.036321517841435474,-0.48943648433345954,-0.21404304135776825,-0.08859056151750315,-0.04208141385707968,-0.41607859483390214,-0.2429793817911901,-0.2691054336296886,-0.04724378988103191,-0.22983532816238464]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.219467214758916,"[-1,1,1,-1,-1,1,-1,1,-1,1]",-1,0.2157936096191406,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
