Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Penalty (str),Budget (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations (int),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str),Baren (int)
259,1,2025-08-26 13:22:28,"[[0.5578568924335288,0.034259538717830496,0.3835932117087658,-0.22719660917910534,0.6154590536130948,0.4455981422656542,0.09511564244294679,-0.4838453255003312,-0.2757678038432565,0.0566298293295906],[0.034259538717830496,0.3070491024600719,-0.16116332710658943,0.4395165823807816,0.16763619018520848,0.4340300595922336,-0.4959002921750789,-0.48835507730712946,0.37678665480620943,0.15153243032872898],[0.3835932117087658,-0.16116332710658943,0.6174921169875218,0.5544763117288797,-0.08071376277310749,0.15303416523363977,0.5790621361262713,0.5059246513884956,0.32626463515560233,-0.4032996007141092],[-0.22719660917910534,0.4395165823807816,0.5544763117288797,-0.74451594704147,0.10043665927916845,-0.3190740632431037,0.03244621754638055,-0.6592602359483362,-0.39878973728673395,-0.2936900133657706],[0.6154590536130948,0.16763619018520848,-0.08071376277310749,0.10043665927916845,-0.9829998402502844,-0.15073002374521294,-0.4517321571958369,0.22225510677826732,-0.6511629186260864,0.21534262498054835],[0.4455981422656542,0.4340300595922336,0.15303416523363977,-0.3190740632431037,-0.15073002374521294,0.419284023426707,0.10814190736856677,0.15508200265138894,0.0757201790912555,-0.11810811195238757],[0.09511564244294679,-0.4959002921750789,0.5790621361262713,0.03244621754638055,-0.4517321571958369,0.10814190736856677,-0.7003144407560773,0.495060583051094,-0.17997859042559738,0.06843028315373978],[-0.4838453255003312,-0.48835507730712946,0.5059246513884956,-0.6592602359483362,0.22225510677826732,0.15508200265138894,0.495060583051094,0.614072656711127,-0.5737437658463813,0.19239842645770588],[-0.2757678038432565,0.37678665480620943,0.32626463515560233,-0.39878973728673395,-0.6511629186260864,0.0757201790912555,-0.17997859042559738,-0.5737437658463813,-0.6376627629500811,-0.12088908700847356],[0.0566298293295906,0.15153243032872898,-0.4032996007141092,-0.2936900133657706,0.21534262498054835,-0.11810811195238757,0.06843028315373978,0.19239842645770588,-0.12088908700847356,0.7493514933693695]]",10,Penalty,-1,-1.0,-1.0,MOC,8.0,-,-2.6181987177961883,"[1.,1.,-1.,1.,1.,-1.,1.,1.,1.,1.]",-1,0.5079672336578369,CIA,,,-3.2626289583569426,"[1,1,-1,1,1,-1,1,1,1,-1]",13,13,13,13,-1.0,1000,19.213972568511963,,-1.0
260,1,2025-08-26 13:24:12,"[[0.7657816562771274,0.20550751371053955,-0.38636662272285915,-0.6394134118550701,0.11461005936690538,0.42775649249951464,0.7318240360138503,-0.29170387113874496,-0.665901372287485,0.29556575869798496],[0.20550751371053955,-0.8857699822390512,0.19335153731433663,-0.6618986807659379,0.1608685517991565,-0.36935300210116817,0.19804043657816894,-0.2060486074592791,0.0009318690197931412,-0.38142376502426445],[-0.38636662272285915,0.19335153731433663,-0.19015131407987318,0.5324588374658425,-0.27187700045561225,0.5560731219118471,0.2048489525438303,0.09049056949108458,0.07181594884617681,-0.9043487099677707],[-0.6394134118550701,-0.6618986807659379,0.5324588374658425,-0.2004240126688146,-0.30484856200453736,-0.9420762096813649,-0.09551795239105343,0.16067148581074608,-0.35436386059500213,-0.3184589159061769],[0.11461005936690538,0.1608685517991565,-0.27187700045561225,-0.30484856200453736,0.8793025537013006,0.4016751663635427,0.10332276101682569,0.3743243903472061,0.10030879671103732,0.25703855528181685],[0.42775649249951464,-0.36935300210116817,0.5560731219118471,-0.9420762096813649,0.4016751663635427,-0.972719100780403,-0.3476617427961419,0.3250869699573039,0.23047274981432997,0.36420802003877717],[0.7318240360138503,0.19804043657816894,0.2048489525438303,-0.09551795239105343,0.10332276101682569,-0.3476617427961419,0.4479259375896749,0.6841252744283737,-0.5683434797862945,-0.3504265123749325],[-0.29170387113874496,-0.2060486074592791,0.09049056949108458,0.16067148581074608,0.3743243903472061,0.3250869699573039,0.6841252744283737,-0.4888491920750744,-0.6996157437489354,0.46972519750379416],[-0.665901372287485,0.0009318690197931412,0.07181594884617681,-0.35436386059500213,0.10030879671103732,0.23047274981432997,-0.5683434797862945,-0.6996157437489354,0.22216851324902342,-0.1473722544551629],[0.29556575869798496,-0.38142376502426445,-0.9043487099677707,-0.3184589159061769,0.25703855528181685,0.36420802003877717,-0.3504265123749325,0.46972519750379416,-0.1473722544551629,0.039340812808550174]]",10,Penalty,-1,-1.0,-1.0,MOC,2.0,-,-1.0198199281053362,"[-1.,-1.,-1.,1.,-1.,1.,-1.,-1.,-1.,-1.]",-1,0.59688401222229,CIA,,,-2.5151328919061564,"[-1,1,-1,1,-1,1,1,-1,-1,-1]",73,-1,-1,-1,-1.0,1000,103.05812072753906,Baren_63,-1.0
261,1,2025-08-26 13:24:27,"[[0.7657816562771274,0.20550751371053955,-0.38636662272285915,-0.6394134118550701,0.11461005936690538,0.42775649249951464,0.7318240360138503,-0.29170387113874496,-0.665901372287485,0.29556575869798496],[0.20550751371053955,-0.8857699822390512,0.19335153731433663,-0.6618986807659379,0.1608685517991565,-0.36935300210116817,0.19804043657816894,-0.2060486074592791,0.0009318690197931412,-0.38142376502426445],[-0.38636662272285915,0.19335153731433663,-0.19015131407987318,0.5324588374658425,-0.27187700045561225,0.5560731219118471,0.2048489525438303,0.09049056949108458,0.07181594884617681,-0.9043487099677707],[-0.6394134118550701,-0.6618986807659379,0.5324588374658425,-0.2004240126688146,-0.30484856200453736,-0.9420762096813649,-0.09551795239105343,0.16067148581074608,-0.35436386059500213,-0.3184589159061769],[0.11461005936690538,0.1608685517991565,-0.27187700045561225,-0.30484856200453736,0.8793025537013006,0.4016751663635427,0.10332276101682569,0.3743243903472061,0.10030879671103732,0.25703855528181685],[0.42775649249951464,-0.36935300210116817,0.5560731219118471,-0.9420762096813649,0.4016751663635427,-0.972719100780403,-0.3476617427961419,0.3250869699573039,0.23047274981432997,0.36420802003877717],[0.7318240360138503,0.19804043657816894,0.2048489525438303,-0.09551795239105343,0.10332276101682569,-0.3476617427961419,0.4479259375896749,0.6841252744283737,-0.5683434797862945,-0.3504265123749325],[-0.29170387113874496,-0.2060486074592791,0.09049056949108458,0.16067148581074608,0.3743243903472061,0.3250869699573039,0.6841252744283737,-0.4888491920750744,-0.6996157437489354,0.46972519750379416],[-0.665901372287485,0.0009318690197931412,0.07181594884617681,-0.35436386059500213,0.10030879671103732,0.23047274981432997,-0.5683434797862945,-0.6996157437489354,0.22216851324902342,-0.1473722544551629],[0.29556575869798496,-0.38142376502426445,-0.9043487099677707,-0.3184589159061769,0.25703855528181685,0.36420802003877717,-0.3504265123749325,0.46972519750379416,-0.1473722544551629,0.039340812808550174]]",10,Penalty,-1,-1.0,-1.0,MOC,3.0,-,-2.493956602091968,"[-1.,1.,-1.,1.,-1.,1.,-1.,-1.,-1.,-1.]",-1,0.4283363819122314,CIA,,,-2.493956602091968,"[-1,1,-1,1,-1,1,-1,-1,-1,-1]",11,11,8,11,-1.0,1000,15.101993560791016,,-1.0
262,1,2025-08-26 13:43:07,"[[0.7657816562771274,0.20550751371053955,-0.38636662272285915,-0.6394134118550701,0.11461005936690538,0.42775649249951464,0.7318240360138503,-0.29170387113874496,-0.665901372287485,0.29556575869798496],[0.20550751371053955,-0.8857699822390512,0.19335153731433663,-0.6618986807659379,0.1608685517991565,-0.36935300210116817,0.19804043657816894,-0.2060486074592791,0.0009318690197931412,-0.38142376502426445],[-0.38636662272285915,0.19335153731433663,-0.19015131407987318,0.5324588374658425,-0.27187700045561225,0.5560731219118471,0.2048489525438303,0.09049056949108458,0.07181594884617681,-0.9043487099677707],[-0.6394134118550701,-0.6618986807659379,0.5324588374658425,-0.2004240126688146,-0.30484856200453736,-0.9420762096813649,-0.09551795239105343,0.16067148581074608,-0.35436386059500213,-0.3184589159061769],[0.11461005936690538,0.1608685517991565,-0.27187700045561225,-0.30484856200453736,0.8793025537013006,0.4016751663635427,0.10332276101682569,0.3743243903472061,0.10030879671103732,0.25703855528181685],[0.42775649249951464,-0.36935300210116817,0.5560731219118471,-0.9420762096813649,0.4016751663635427,-0.972719100780403,-0.3476617427961419,0.3250869699573039,0.23047274981432997,0.36420802003877717],[0.7318240360138503,0.19804043657816894,0.2048489525438303,-0.09551795239105343,0.10332276101682569,-0.3476617427961419,0.4479259375896749,0.6841252744283737,-0.5683434797862945,-0.3504265123749325],[-0.29170387113874496,-0.2060486074592791,0.09049056949108458,0.16067148581074608,0.3743243903472061,0.3250869699573039,0.6841252744283737,-0.4888491920750744,-0.6996157437489354,0.46972519750379416],[-0.665901372287485,0.0009318690197931412,0.07181594884617681,-0.35436386059500213,0.10030879671103732,0.23047274981432997,-0.5683434797862945,-0.6996157437489354,0.22216851324902342,-0.1473722544551629],[0.29556575869798496,-0.38142376502426445,-0.9043487099677707,-0.3184589159061769,0.25703855528181685,0.36420802003877717,-0.3504265123749325,0.46972519750379416,-0.1473722544551629,0.039340812808550174]]",10,Penalty,-1,-1.0,-1.0,MOC,4.0,-,-2.809960856579357,"[-1.,1.,-1.,1.,-1.,1.,-1.,-1.,-1.,1.]",-1,0.4929690361022949,CIA,,,-3.75102589963872,"[1,1,-1,1,-1,1,-1,1,1,-1]",799,5,5,5,-1.0,1000,1119.5608632564545,Baren_789,-1.0
263,1,2025-08-26 13:45:26,"[[0.7657816562771274,0.20550751371053955,-0.38636662272285915,-0.6394134118550701,0.11461005936690538,0.42775649249951464,0.7318240360138503,-0.29170387113874496,-0.665901372287485,0.29556575869798496],[0.20550751371053955,-0.8857699822390512,0.19335153731433663,-0.6618986807659379,0.1608685517991565,-0.36935300210116817,0.19804043657816894,-0.2060486074592791,0.0009318690197931412,-0.38142376502426445],[-0.38636662272285915,0.19335153731433663,-0.19015131407987318,0.5324588374658425,-0.27187700045561225,0.5560731219118471,0.2048489525438303,0.09049056949108458,0.07181594884617681,-0.9043487099677707],[-0.6394134118550701,-0.6618986807659379,0.5324588374658425,-0.2004240126688146,-0.30484856200453736,-0.9420762096813649,-0.09551795239105343,0.16067148581074608,-0.35436386059500213,-0.3184589159061769],[0.11461005936690538,0.1608685517991565,-0.27187700045561225,-0.30484856200453736,0.8793025537013006,0.4016751663635427,0.10332276101682569,0.3743243903472061,0.10030879671103732,0.25703855528181685],[0.42775649249951464,-0.36935300210116817,0.5560731219118471,-0.9420762096813649,0.4016751663635427,-0.972719100780403,-0.3476617427961419,0.3250869699573039,0.23047274981432997,0.36420802003877717],[0.7318240360138503,0.19804043657816894,0.2048489525438303,-0.09551795239105343,0.10332276101682569,-0.3476617427961419,0.4479259375896749,0.6841252744283737,-0.5683434797862945,-0.3504265123749325],[-0.29170387113874496,-0.2060486074592791,0.09049056949108458,0.16067148581074608,0.3743243903472061,0.3250869699573039,0.6841252744283737,-0.4888491920750744,-0.6996157437489354,0.46972519750379416],[-0.665901372287485,0.0009318690197931412,0.07181594884617681,-0.35436386059500213,0.10030879671103732,0.23047274981432997,-0.5683434797862945,-0.6996157437489354,0.22216851324902342,-0.1473722544551629],[0.29556575869798496,-0.38142376502426445,-0.9043487099677707,-0.3184589159061769,0.25703855528181685,0.36420802003877717,-0.3504265123749325,0.46972519750379416,-0.1473722544551629,0.039340812808550174]]",10,Penalty,-1,-1.0,-1.0,MOC,5.0,-,-3.1815636587684786,"[-1.,1.,-1.,1.,-1.,1.,1.,-1.,-1.,1.]",-1,0.4225618839263916,CIA,,,-3.75102589963872,"[1,1,-1,1,-1,1,-1,1,1,-1]",110,-1,-1,-1,-1.0,1000,139.19688773155212,Baren_100,-1.0
264,1,2025-08-26 13:47:16,"[[0.7657816562771274,0.20550751371053955,-0.38636662272285915,-0.6394134118550701,0.11461005936690538,0.42775649249951464,0.7318240360138503,-0.29170387113874496,-0.665901372287485,0.29556575869798496],[0.20550751371053955,-0.8857699822390512,0.19335153731433663,-0.6618986807659379,0.1608685517991565,-0.36935300210116817,0.19804043657816894,-0.2060486074592791,0.0009318690197931412,-0.38142376502426445],[-0.38636662272285915,0.19335153731433663,-0.19015131407987318,0.5324588374658425,-0.27187700045561225,0.5560731219118471,0.2048489525438303,0.09049056949108458,0.07181594884617681,-0.9043487099677707],[-0.6394134118550701,-0.6618986807659379,0.5324588374658425,-0.2004240126688146,-0.30484856200453736,-0.9420762096813649,-0.09551795239105343,0.16067148581074608,-0.35436386059500213,-0.3184589159061769],[0.11461005936690538,0.1608685517991565,-0.27187700045561225,-0.30484856200453736,0.8793025537013006,0.4016751663635427,0.10332276101682569,0.3743243903472061,0.10030879671103732,0.25703855528181685],[0.42775649249951464,-0.36935300210116817,0.5560731219118471,-0.9420762096813649,0.4016751663635427,-0.972719100780403,-0.3476617427961419,0.3250869699573039,0.23047274981432997,0.36420802003877717],[0.7318240360138503,0.19804043657816894,0.2048489525438303,-0.09551795239105343,0.10332276101682569,-0.3476617427961419,0.4479259375896749,0.6841252744283737,-0.5683434797862945,-0.3504265123749325],[-0.29170387113874496,-0.2060486074592791,0.09049056949108458,0.16067148581074608,0.3743243903472061,0.3250869699573039,0.6841252744283737,-0.4888491920750744,-0.6996157437489354,0.46972519750379416],[-0.665901372287485,0.0009318690197931412,0.07181594884617681,-0.35436386059500213,0.10030879671103732,0.23047274981432997,-0.5683434797862945,-0.6996157437489354,0.22216851324902342,-0.1473722544551629],[0.29556575869798496,-0.38142376502426445,-0.9043487099677707,-0.3184589159061769,0.25703855528181685,0.36420802003877717,-0.3504265123749325,0.46972519750379416,-0.1473722544551629,0.039340812808550174]]",10,Penalty,-1,-1.0,-1.0,MOC,6.0,-,-3.909154378146303,"[-1.,1.,-1.,1.,-1.,1.,1.,-1.,1.,1.]",-1,0.294703722000122,CIA,,,-3.4965210191298093,"[1,1,1,1,-1,-1,-1,1,1,1]",89,-1,-1,-1,-1.0,1000,109.28235387802124,Baren_79,-1.0
265,1,2025-08-26 13:50:10,"[[0.7657816562771274,0.20550751371053955,-0.38636662272285915,-0.6394134118550701,0.11461005936690538,0.42775649249951464,0.7318240360138503,-0.29170387113874496,-0.665901372287485,0.29556575869798496],[0.20550751371053955,-0.8857699822390512,0.19335153731433663,-0.6618986807659379,0.1608685517991565,-0.36935300210116817,0.19804043657816894,-0.2060486074592791,0.0009318690197931412,-0.38142376502426445],[-0.38636662272285915,0.19335153731433663,-0.19015131407987318,0.5324588374658425,-0.27187700045561225,0.5560731219118471,0.2048489525438303,0.09049056949108458,0.07181594884617681,-0.9043487099677707],[-0.6394134118550701,-0.6618986807659379,0.5324588374658425,-0.2004240126688146,-0.30484856200453736,-0.9420762096813649,-0.09551795239105343,0.16067148581074608,-0.35436386059500213,-0.3184589159061769],[0.11461005936690538,0.1608685517991565,-0.27187700045561225,-0.30484856200453736,0.8793025537013006,0.4016751663635427,0.10332276101682569,0.3743243903472061,0.10030879671103732,0.25703855528181685],[0.42775649249951464,-0.36935300210116817,0.5560731219118471,-0.9420762096813649,0.4016751663635427,-0.972719100780403,-0.3476617427961419,0.3250869699573039,0.23047274981432997,0.36420802003877717],[0.7318240360138503,0.19804043657816894,0.2048489525438303,-0.09551795239105343,0.10332276101682569,-0.3476617427961419,0.4479259375896749,0.6841252744283737,-0.5683434797862945,-0.3504265123749325],[-0.29170387113874496,-0.2060486074592791,0.09049056949108458,0.16067148581074608,0.3743243903472061,0.3250869699573039,0.6841252744283737,-0.4888491920750744,-0.6996157437489354,0.46972519750379416],[-0.665901372287485,0.0009318690197931412,0.07181594884617681,-0.35436386059500213,0.10030879671103732,0.23047274981432997,-0.5683434797862945,-0.6996157437489354,0.22216851324902342,-0.1473722544551629],[0.29556575869798496,-0.38142376502426445,-0.9043487099677707,-0.3184589159061769,0.25703855528181685,0.36420802003877717,-0.3504265123749325,0.46972519750379416,-0.1473722544551629,0.039340812808550174]]",10,Penalty,-1,-1.0,-1.0,MOC,7.0,-,-3.4965210191298093,"[1.,1.,1.,1.,-1.,-1.,-1.,1.,1.,1.]",-1,0.4295201301574707,CIA,,,-3.909154378146303,"[-1,1,-1,1,-1,1,1,-1,1,1]",136,-1,10,-1,-1.0,1000,173.97476863861084,Baren_126,-1.0
266,1,2025-08-26 13:50:23,"[[0.7657816562771274,0.20550751371053955,-0.38636662272285915,-0.6394134118550701,0.11461005936690538,0.42775649249951464,0.7318240360138503,-0.29170387113874496,-0.665901372287485,0.29556575869798496],[0.20550751371053955,-0.8857699822390512,0.19335153731433663,-0.6618986807659379,0.1608685517991565,-0.36935300210116817,0.19804043657816894,-0.2060486074592791,0.0009318690197931412,-0.38142376502426445],[-0.38636662272285915,0.19335153731433663,-0.19015131407987318,0.5324588374658425,-0.27187700045561225,0.5560731219118471,0.2048489525438303,0.09049056949108458,0.07181594884617681,-0.9043487099677707],[-0.6394134118550701,-0.6618986807659379,0.5324588374658425,-0.2004240126688146,-0.30484856200453736,-0.9420762096813649,-0.09551795239105343,0.16067148581074608,-0.35436386059500213,-0.3184589159061769],[0.11461005936690538,0.1608685517991565,-0.27187700045561225,-0.30484856200453736,0.8793025537013006,0.4016751663635427,0.10332276101682569,0.3743243903472061,0.10030879671103732,0.25703855528181685],[0.42775649249951464,-0.36935300210116817,0.5560731219118471,-0.9420762096813649,0.4016751663635427,-0.972719100780403,-0.3476617427961419,0.3250869699573039,0.23047274981432997,0.36420802003877717],[0.7318240360138503,0.19804043657816894,0.2048489525438303,-0.09551795239105343,0.10332276101682569,-0.3476617427961419,0.4479259375896749,0.6841252744283737,-0.5683434797862945,-0.3504265123749325],[-0.29170387113874496,-0.2060486074592791,0.09049056949108458,0.16067148581074608,0.3743243903472061,0.3250869699573039,0.6841252744283737,-0.4888491920750744,-0.6996157437489354,0.46972519750379416],[-0.665901372287485,0.0009318690197931412,0.07181594884617681,-0.35436386059500213,0.10030879671103732,0.23047274981432997,-0.5683434797862945,-0.6996157437489354,0.22216851324902342,-0.1473722544551629],[0.29556575869798496,-0.38142376502426445,-0.9043487099677707,-0.3184589159061769,0.25703855528181685,0.36420802003877717,-0.3504265123749325,0.46972519750379416,-0.1473722544551629,0.039340812808550174]]",10,Penalty,-1,-1.0,-1.0,MOC,8.0,-,-3.390712427080771,"[1.,1.,1.,1.,-1.,1.,-1.,1.,1.,1.]",-1,0.4755792617797851,CIA,,,-3.390712427080771,"[1,1,1,1,-1,1,-1,1,1,1]",11,11,11,11,-1.0,1000,12.56080174446106,,-1.0
267,1,2025-08-26 13:50:30,"[[0.5174312792598186,0.060362714342333645,-0.19427108024606543,-0.1257703388165642,0.19187491937262924,0.19126220120577075,0.5242574382903047,0.3885794769245796,0.3423529062212569,0.47644665791832463],[0.060362714342333645,0.9022557889409095,-0.30549955054063793,0.2334613112337498,0.3082902241073756,0.38388137369210584,0.40742531792516257,-0.5367908107403596,0.250387214807128,0.18577816716146023],[-0.19427108024606543,-0.30549955054063793,0.6660160705161318,-0.5316666965480132,-0.35173070727197964,0.26892063064018024,-0.026652953869193308,0.34794348630499583,-0.4341899858562974,0.7785582495857406],[-0.1257703388165642,0.2334613112337498,-0.5316666965480132,0.7448854931785827,-0.8173981058966376,-0.15103212871195937,0.39912999037584596,0.4432163669832918,-0.35792378490403665,0.17861078508173345],[0.19187491937262924,0.3082902241073756,-0.35173070727197964,-0.8173981058966376,-0.263378049174146,0.10493751232499415,-0.5625156572226394,-0.4803336915126988,0.16469546322134954,0.5722227142208778],[0.19126220120577075,0.38388137369210584,0.26892063064018024,-0.15103212871195937,0.10493751232499415,0.41848534529435444,0.4539900155427965,-0.5991233063733126,-0.19851669079587808,0.23180685727682948],[0.5242574382903047,0.40742531792516257,-0.026652953869193308,0.39912999037584596,-0.5625156572226394,0.4539900155427965,-0.10895878184266006,0.3689729874633909,0.45251328321430406,0.3579209011904305],[0.3885794769245796,-0.5367908107403596,0.34794348630499583,0.4432163669832918,-0.4803336915126988,-0.5991233063733126,0.3689729874633909,0.7346505545897992,-0.21633918494748727,-0.274485486296414],[0.3423529062212569,0.250387214807128,-0.4341899858562974,-0.35792378490403665,0.16469546322134954,-0.19851669079587808,0.45251328321430406,-0.21633918494748727,0.9390505360716783,0.17367057414494924],[0.47644665791832463,0.18577816716146023,0.7785582495857406,0.17861078508173345,0.5722227142208778,0.23180685727682948,0.3579209011904305,-0.274485486296414,0.17367057414494924,0.1631881886898796]]",10,Penalty,-1,-1.0,-1.0,MOC,2.0,-,-2.6963980741680587,"[-1.,-1.,-1.,-1.,1.,-1.,1.,-1.,-1.,-1.]",-1,0.3434398174285888,CIA,,,-2.6963980741680587,"[-1,-1,-1,-1,1,-1,1,-1,-1,-1]",7,7,7,7,-1.0,1000,7.024355888366699,,-1.0
268,1,2025-08-26 13:50:53,"[[0.5174312792598186,0.060362714342333645,-0.19427108024606543,-0.1257703388165642,0.19187491937262924,0.19126220120577075,0.5242574382903047,0.3885794769245796,0.3423529062212569,0.47644665791832463],[0.060362714342333645,0.9022557889409095,-0.30549955054063793,0.2334613112337498,0.3082902241073756,0.38388137369210584,0.40742531792516257,-0.5367908107403596,0.250387214807128,0.18577816716146023],[-0.19427108024606543,-0.30549955054063793,0.6660160705161318,-0.5316666965480132,-0.35173070727197964,0.26892063064018024,-0.026652953869193308,0.34794348630499583,-0.4341899858562974,0.7785582495857406],[-0.1257703388165642,0.2334613112337498,-0.5316666965480132,0.7448854931785827,-0.8173981058966376,-0.15103212871195937,0.39912999037584596,0.4432163669832918,-0.35792378490403665,0.17861078508173345],[0.19187491937262924,0.3082902241073756,-0.35173070727197964,-0.8173981058966376,-0.263378049174146,0.10493751232499415,-0.5625156572226394,-0.4803336915126988,0.16469546322134954,0.5722227142208778],[0.19126220120577075,0.38388137369210584,0.26892063064018024,-0.15103212871195937,0.10493751232499415,0.41848534529435444,0.4539900155427965,-0.5991233063733126,-0.19851669079587808,0.23180685727682948],[0.5242574382903047,0.40742531792516257,-0.026652953869193308,0.39912999037584596,-0.5625156572226394,0.4539900155427965,-0.10895878184266006,0.3689729874633909,0.45251328321430406,0.3579209011904305],[0.3885794769245796,-0.5367908107403596,0.34794348630499583,0.4432163669832918,-0.4803336915126988,-0.5991233063733126,0.3689729874633909,0.7346505545897992,-0.21633918494748727,-0.274485486296414],[0.3423529062212569,0.250387214807128,-0.4341899858562974,-0.35792378490403665,0.16469546322134954,-0.19851669079587808,0.45251328321430406,-0.21633918494748727,0.9390505360716783,0.17367057414494924],[0.47644665791832463,0.18577816716146023,0.7785582495857406,0.17861078508173345,0.5722227142208778,0.23180685727682948,0.3579209011904305,-0.274485486296414,0.17367057414494924,0.1631881886898796]]",10,Penalty,-1,-1.0,-1.0,MOC,3.0,-,-3.0747477538933623,"[-1.,-1.,1.,1.,1.,-1.,-1.,-1.,-1.,-1.]",-1,0.3386809825897217,CIA,,,-3.232640793396508,"[-1,-1,1,1,1,-1,-1,-1,1,-1]",18,18,18,18,-1.0,1000,23.02570390701294,,-1.0
269,1,2025-08-26 13:52:10,"[[0.5174312792598186,0.060362714342333645,-0.19427108024606543,-0.1257703388165642,0.19187491937262924,0.19126220120577075,0.5242574382903047,0.3885794769245796,0.3423529062212569,0.47644665791832463],[0.060362714342333645,0.9022557889409095,-0.30549955054063793,0.2334613112337498,0.3082902241073756,0.38388137369210584,0.40742531792516257,-0.5367908107403596,0.250387214807128,0.18577816716146023],[-0.19427108024606543,-0.30549955054063793,0.6660160705161318,-0.5316666965480132,-0.35173070727197964,0.26892063064018024,-0.026652953869193308,0.34794348630499583,-0.4341899858562974,0.7785582495857406],[-0.1257703388165642,0.2334613112337498,-0.5316666965480132,0.7448854931785827,-0.8173981058966376,-0.15103212871195937,0.39912999037584596,0.4432163669832918,-0.35792378490403665,0.17861078508173345],[0.19187491937262924,0.3082902241073756,-0.35173070727197964,-0.8173981058966376,-0.263378049174146,0.10493751232499415,-0.5625156572226394,-0.4803336915126988,0.16469546322134954,0.5722227142208778],[0.19126220120577075,0.38388137369210584,0.26892063064018024,-0.15103212871195937,0.10493751232499415,0.41848534529435444,0.4539900155427965,-0.5991233063733126,-0.19851669079587808,0.23180685727682948],[0.5242574382903047,0.40742531792516257,-0.026652953869193308,0.39912999037584596,-0.5625156572226394,0.4539900155427965,-0.10895878184266006,0.3689729874633909,0.45251328321430406,0.3579209011904305],[0.3885794769245796,-0.5367908107403596,0.34794348630499583,0.4432163669832918,-0.4803336915126988,-0.5991233063733126,0.3689729874633909,0.7346505545897992,-0.21633918494748727,-0.274485486296414],[0.3423529062212569,0.250387214807128,-0.4341899858562974,-0.35792378490403665,0.16469546322134954,-0.19851669079587808,0.45251328321430406,-0.21633918494748727,0.9390505360716783,0.17367057414494924],[0.47644665791832463,0.18577816716146023,0.7785582495857406,0.17861078508173345,0.5722227142208778,0.23180685727682948,0.3579209011904305,-0.274485486296414,0.17367057414494924,0.1631881886898796]]",10,Penalty,-1,-1.0,-1.0,MOC,4.0,-,-3.3192657655306794,"[-1.,-1.,1.,1.,1.,-1.,1.,-1.,-1.,-1.]",-1,0.4788975715637207,CIA,,,-2.630125682679044,"[-1,-1,-1,1,1,1,-1,1,-1,-1]",71,-1,-1,-1,-1.0,1000,76.517343044281,Baren_61,-1.0
270,1,2025-08-26 13:53:52,"[[0.5174312792598186,0.060362714342333645,-0.19427108024606543,-0.1257703388165642,0.19187491937262924,0.19126220120577075,0.5242574382903047,0.3885794769245796,0.3423529062212569,0.47644665791832463],[0.060362714342333645,0.9022557889409095,-0.30549955054063793,0.2334613112337498,0.3082902241073756,0.38388137369210584,0.40742531792516257,-0.5367908107403596,0.250387214807128,0.18577816716146023],[-0.19427108024606543,-0.30549955054063793,0.6660160705161318,-0.5316666965480132,-0.35173070727197964,0.26892063064018024,-0.026652953869193308,0.34794348630499583,-0.4341899858562974,0.7785582495857406],[-0.1257703388165642,0.2334613112337498,-0.5316666965480132,0.7448854931785827,-0.8173981058966376,-0.15103212871195937,0.39912999037584596,0.4432163669832918,-0.35792378490403665,0.17861078508173345],[0.19187491937262924,0.3082902241073756,-0.35173070727197964,-0.8173981058966376,-0.263378049174146,0.10493751232499415,-0.5625156572226394,-0.4803336915126988,0.16469546322134954,0.5722227142208778],[0.19126220120577075,0.38388137369210584,0.26892063064018024,-0.15103212871195937,0.10493751232499415,0.41848534529435444,0.4539900155427965,-0.5991233063733126,-0.19851669079587808,0.23180685727682948],[0.5242574382903047,0.40742531792516257,-0.026652953869193308,0.39912999037584596,-0.5625156572226394,0.4539900155427965,-0.10895878184266006,0.3689729874633909,0.45251328321430406,0.3579209011904305],[0.3885794769245796,-0.5367908107403596,0.34794348630499583,0.4432163669832918,-0.4803336915126988,-0.5991233063733126,0.3689729874633909,0.7346505545897992,-0.21633918494748727,-0.274485486296414],[0.3423529062212569,0.250387214807128,-0.4341899858562974,-0.35792378490403665,0.16469546322134954,-0.19851669079587808,0.45251328321430406,-0.21633918494748727,0.9390505360716783,0.17367057414494924],[0.47644665791832463,0.18577816716146023,0.7785582495857406,0.17861078508173345,0.5722227142208778,0.23180685727682948,0.3579209011904305,-0.274485486296414,0.17367057414494924,0.1631881886898796]]",10,Penalty,-1,-1.0,-1.0,MOC,5.0,-,-3.0246455218195205,"[-1.,-1.,1.,1.,1.,-1.,1.,-1.,1.,-1.]",-1,1.0117764472961426,CIA,,,-3.232640793396508,"[-1,-1,1,1,1,1,-1,-1,1,-1]",76,15,1,15,-1.0,1000,101.9627764225006,Baren_66,-1.0
