Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Penalty (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations (int),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str),Baren (int)
286,1,2025-08-22 15:47:26,"[[-1.0,0.2577183596476805,0.8999560468832455,-0.07965275972184414,-0.11338195650171408,0.19979433190110577,0.32342500826517095,-0.9437450259493804,-0.01568222159868116,-0.022530336845646686],[0.2577183596476803,-0.06634118070499435,-0.23188812715843352,0.020525600248291236,0.029257854370203475,-0.05140774140406241,-0.08332041322412427,0.24317922171748543,0.00404247361888152,0.005816014092535592],[0.8999560468832448,-0.2318881271584335,-0.8099552988109116,0.07172128075866105,0.10206956884962154,-0.17977212754597988,-0.29095797798224066,0.8492772667276046,0.014102168913431112,0.020267279099788614],[-0.0796527597218439,0.020525600248291184,0.07172128075866088,-0.006285995075398102,-0.00906638852050689,0.015906040436719556,0.025784610178087967,-0.0752016770554254,-0.0012882009466326776,-0.001771723635125428],[-0.11338195650171397,0.029257854370203455,0.10206956884962148,-0.009066388520506908,-0.012767978683086403,0.02260743498461857,0.03666626417927002,-0.106977852730647,-0.0017985974850436,-0.002561468542595527],[0.1997943319011059,-0.05140774140406248,-0.1797721275459801,0.015906040436719615,0.022607434984618608,-0.03987314409649747,-0.06464788555015119,0.18850078292687655,0.003160664431257591,0.004483436872315517],[0.3234250082651708,-0.0833204132241243,-0.2909579779822407,0.025784610178088037,0.03666626417927005,-0.06464788555015112,-0.1045361986148438,0.30510225368630345,0.005075779876733696,0.007271246929510057],[-0.9437450259493799,0.2431792217174855,0.8492772667276047,-0.0752016770554256,-0.10697785273064707,0.18850078292687636,0.3051022536863035,-0.8905990104667412,-0.014831046849247704,-0.02123852423950591],[-0.015682221598681212,0.004042473618881537,0.01410216891343117,-0.0012882009466326856,-0.001798597485043608,0.003160664431257599,0.005075779876733715,-0.01483104684924776,-0.00024659182984430937,-0.0003085529565419995],[-0.022530336845646336,0.005816014092535506,0.020267279099788316,-0.0017717236351254054,-0.00256146854259549,0.004483436872315445,0.007271246929509946,-0.021238524239505587,-0.00030855295654199277,-0.0004675094930225743]]",10,Stiff,-1,-1.0,100000.0,-1.0,-1.0,-,-1.9683717451967169,"[1.,-1.,-1.,1.,1.,-1.,-1.,1.,1.,1.]",-1,0.760765552520752,CIA,,,-1.9683717451967169,"[1,-1,-1,1,1,-1,-1,1,1,1]",28,28,3,28,-1.0,1000,65.28178119659424,,-1.0
287,1,2025-08-22 15:47:37,"[[-0.6254251001572028,-0.7907733282135421,0.6429584281783438,-0.5013261448936971,0.1427482207877061,-0.13079336066143374,-0.4721253733115098,0.36668578611033886,0.07333267185047578,-0.6113682575502853],[-0.7907733282135425,-1.0,0.8130050966097234,-0.6339146258949816,0.18051553021972325,-0.16539044467171848,-0.5971241780638682,0.46360582000572115,0.09273326141322363,-0.7731501508438354],[0.6429584281783439,0.8130050966097232,-0.6608939679210292,0.5155243358971926,-0.14669294904290595,0.13442757632736876,0.48556374070421593,-0.37694977719911377,-0.07541544625706612,0.6284121543587798],[-0.5013261448936973,-0.6339146258949818,0.5155243358971929,-0.4017907943689946,0.11441644619212128,-0.10472829472116527,-0.37842962124050633,0.29392469837526863,0.058880560507358244,-0.49001376633751287],[0.14274822078770624,0.1805155302197233,-0.14669294904290606,0.11441644619212131,-0.032602285328210134,0.029893792628309775,0.1077273805526048,-0.08357721853728806,-0.016707988714914742,0.1396629669345732],[-0.13079336066143396,-0.1653904446717187,0.13442757632736896,-0.10472829472116538,0.029893792628309802,-0.0273199337129663,-0.09868745090156847,0.07668096622575732,0.015263897938015464,-0.12784794922337325],[-0.47212537331151033,-0.5971241780638685,0.4855637407042164,-0.37842962124050644,0.10772738055260482,-0.09868745090156839,-0.3563805668829463,0.2767809788076773,0.05533020045508848,-0.4615224773011453],[0.3666857861103391,0.4636058200057212,-0.37694977719911393,0.29392469837526863,-0.08357721853728803,0.07668096622575724,0.2767809788076772,-0.21479486921420698,-0.04289920338229727,0.35826712974006875],[0.07333267185047579,0.0927332614132236,-0.07541544625706612,0.058880560507358216,-0.01670798871491473,0.015263897938015438,0.055330200455088435,-0.04289920338229725,-0.008555033986949562,0.07156816116808706],[-0.6113682575502858,-0.7731501508438356,0.6284121543587803,-0.49001376633751287,0.13966296693457317,-0.12784794922337311,-0.4615224773011452,0.3582671297400688,0.0715681611680871,-0.5976544988261031]]",10,Stiff,-1,-1.0,100000.0,-1.0,-1.0,-,-6.624744556960601,"[1.,1.,-1.,1.,-1.,1.,1.,-1.,-1.,1.]",-1,0.9019460678100586,CIA,,,-6.624744556960601,"[1,1,-1,1,-1,1,1,-1,-1,1]",4,4,4,4,-1.0,1000,10.436296463012695,,-1.0
288,1,2025-08-22 15:47:44,"[[-0.5287642657712999,-0.031922467979642224,0.602369882167854,0.42737572881162056,-0.014250866104766634,-0.5517507765720233,0.03515406862720026,-0.7273189053411502,-0.6982553898572228,-0.6635648576749147],[-0.03192246797964217,-0.0018287586181163155,0.03629474708389605,0.025727752179799824,-0.0008856170869591853,-0.033294220425360295,0.0022303368875651554,-0.0439636403413164,-0.042081589885490975,-0.04013065890298433],[0.6023698821678535,0.03629474708389609,-0.6857355857447438,-0.4867494864928123,0.016192796183817155,0.6282691888908823,-0.03993656494387609,0.8282590868695189,0.7952976729319992,0.7556236425348924],[0.4273757288116202,0.02572775217979985,-0.4867494864928124,-0.3451409286453153,0.011428483543176174,0.44569016330889993,-0.02850118772590159,0.5876549685327478,0.5641249129068878,0.5362120720794387],[-0.014250866104766821,-0.0008856170869591981,0.016192796183817384,0.011428483543176335,-0.0005663279503949635,-0.014911298402249905,0.0008151505546048857,-0.019655301753542295,-0.018887467852514682,-0.01805433812844036],[-0.5517507765720232,-0.03329422042536035,0.6282691888908827,0.4456901633089001,-0.014911298402249706,-0.5752460097876647,0.036643454958617525,-0.7586783383298189,-0.7282787633975343,-0.6921293026212846],[0.03515406862720024,0.0022303368875651575,-0.03993656494387609,-0.028501187725901583,0.0008151505546048724,0.036643454958617504,-0.0024643164578685333,0.04824465398415027,0.046255115208559835,0.044017493799368104],[-0.7273189053411501,-0.04396364034131647,0.8282590868695195,0.587654968532748,-0.01965530175354203,-0.758678338329819,0.0482446539841503,-1.0,-0.9603043374263338,-0.9125426507062304],[-0.6982553898572222,-0.04208158988549102,0.7952976729319994,0.5641249129068878,-0.01888746785251442,-0.728278763397534,0.04625511520855984,-0.9603043374263333,-0.9216891465264311,-0.8761516192575192],[-0.6635648576749141,-0.04013065890298436,0.7556236425348923,0.5362120720794384,-0.018054338128440102,-0.692129302621284,0.0440174937993681,-0.9125426507062296,-0.8761516192575189,-0.8323734921815475]]",10,Stiff,-1,-1.0,100000.0,-1.0,-1.0,-,-8.071714631753082,"[1.,1.,-1.,-1.,1.,1.,-1.,1.,1.,1.]",-1,0.9691393375396729,CIA,,,-8.071714631753082,"[1,1,-1,-1,1,1,-1,1,1,1]",2,2,2,2,-1.0,1000,5.922016620635986,,-1.0
289,1,2025-08-22 15:49:46,"[[-0.23472879720450382,-0.1051324607783074,0.4845514172653249,-0.23037077207947843,-0.06365182570865384,0.026419492826055355,-0.16852171911304503,-0.039620876855689435,0.3268510013159199,0.04479085648047322],[-0.10513246077830768,-0.046713272526134685,0.21770565962066274,-0.10361937406270348,-0.0281765388240693,0.012252547528498534,-0.07622066876706173,-0.017742704655637584,0.1466508206783442,0.02001178817922834],[0.4845514172653251,0.21770565962066227,-1.0,0.4748317376495578,0.13038527983302123,-0.05431628304692821,0.34771894644266427,0.08152400644862347,-0.6742065194417266,-0.0918940164252142],[-0.23037077207947848,-0.10361937406270323,0.47483173764955766,-0.22609190146519992,-0.06207698876918735,0.02567904393996425,-0.16526573375457526,-0.03871242024311123,0.3200684668899669,0.044093418459441924],[-0.06365182570865377,-0.028176538824069192,0.13038527983302103,-0.062076988769187276,-0.01666017676510409,0.007448792963078432,-0.04579756131688157,-0.010818801151142306,0.08820471013624041,0.012174106621765655],[0.026419492826055258,0.012252547528498458,-0.05431628304692798,0.025679043939964147,0.007448792963078414,-0.0024631516156782395,0.019083458758965995,0.004771592494535602,-0.03651043357716537,-0.0050259709052026084],[-0.16852171911304517,-0.07622066876706157,0.3477189464426643,-0.16526573375457537,-0.04579756131688165,0.01908345875896608,-0.12066441735026558,-0.028939937922516697,0.23399774892744946,0.03189315720035945],[-0.03962087685568939,-0.017742704655637518,0.08152400644862333,-0.03871242024311117,-0.010818801151142305,0.004771592494535613,-0.028939937922516642,-0.006226753646562371,0.054951746855716285,0.007377878875091912],[0.32685100131591993,0.14665082067834384,-0.6742065194417265,0.3200684668899669,0.08820471013624051,-0.03651043357716551,0.23399774892744934,0.05495174685571636,-0.4537660242314148,-0.0624354075522645],[0.04479085648047325,0.020011788179228298,-0.09189401642521422,0.04409341845944193,0.012174106621765674,-0.005025970905202629,0.03189315720035944,0.0073778788750919234,-0.062435407552264524,-0.008706268286950343]]",10,Stiff,-1,-1.0,100000.0,-1.0,-1.0,-,-1.3914463276026665,"[-1.,-1.,1.,-1.,-1.,1.,-1.,-1.,1.,1.]",-1,1.054516077041626,CIA,,,-1.244801018068089,"[1,1,-1,1,1,-1,1,1,-1,-1]",56,-1,-1,-1,-1.0,1000,122.28656339645386,Baren_46,-1.0
290,1,2025-08-22 15:49:53,"[[-0.24539194381043167,-0.27115162003593957,-0.4963578334851569,-0.4225525686365992,0.1735120787614511,-0.20008624389939536,-0.007951316397005543,0.44346414449109917,-0.19921777346176733,-0.03140165217901181],[-0.2711516200359394,-0.29911261993655835,-0.546722986570913,-0.46620868535073035,0.19051949978120794,-0.22112162589448942,-0.010062284203224818,0.4870180227475187,-0.21807171700692285,-0.034796388948906944],[-0.49635783348515633,-0.5467229865709128,-1.0,-0.8530614120997533,0.34894655728670804,-0.40313537898094315,-0.016723484417852683,0.8918614406491037,-0.4000763966591747,-0.06504215387781968],[-0.42255256863659885,-0.46620868535073035,-0.8530614120997538,-0.725812205129705,0.29745399349072826,-0.34488391563007437,-0.015242148681817906,0.7607826878262672,-0.34137796676457305,-0.05455071140170834],[0.17351207876145117,0.19051949978120813,0.3489465572867085,0.2974539934907285,-0.12034240050422099,0.14087288160398864,0.005829372476616858,-0.3123817039661307,0.13857741212369518,0.02267327099062401],[-0.20008624389939525,-0.2211216258944895,-0.4031353789809434,-0.3448839156300744,0.14087288160398853,-0.16214755902970227,-0.005867637780238534,0.36032258931136607,-0.16117556890730722,-0.026249483936236575],[-0.007951316397005626,-0.010062284203224916,-0.016723484417852874,-0.015242148681818059,0.005829372476616916,-0.005867637780238606,0.0003193480529951795,0.015714826179460118,-0.006476777005797313,-0.001266565821581803],[0.4434641444910987,0.48701802274751854,0.8918614406491039,0.7607826878262669,-0.3123817039661303,0.36032258931136585,0.015714826179459948,-0.7948775694438799,0.35711801070267596,0.05846853119135574],[-0.1992177734617671,-0.21807171700692277,-0.4000763966591747,-0.3413779667645729,0.138577412123695,-0.16117556890730714,-0.006476777005797237,0.3571180107026759,-0.1597216035506346,-0.026435570299020085],[-0.031401652179011884,-0.03479638894890706,-0.06504215387781993,-0.05455071140170853,0.02267327099062406,-0.026249483936236658,-0.0012665658215817953,0.058468531191355956,-0.02643557029902019,-0.0034023158412050825]]",10,Stiff,-1,-1.0,100000.0,-1.0,-1.0,-,-5.900651537486691,"[1.,1.,1.,1.,-1.,1.,1.,-1.,1.,1.]",-1,0.5864510536193848,CIA,,,-5.900651537486691,"[1,1,1,1,-1,1,1,-1,1,1]",4,4,4,4,-1.0,1000,6.101381301879883,,-1.0
291,1,2025-08-22 15:49:59,"[[-0.37345603537374045,-0.482663143834151,-0.35477953559375225,-0.19593811594843086,0.31534559387493677,-0.09729315944603983,-0.6111648493921759,-0.10498399996759404,-0.1515074572344355,0.07192522333612224],[-0.4826631438341512,-0.6242168652209535,-0.45862512191290483,-0.2534292086332897,0.40740577183708143,-0.12593015792107543,-0.7903144448329961,-0.13551546922477709,-0.19610016205840056,0.0929797841385263],[-0.3547795355937522,-0.4586251219129046,-0.3368284305768955,-0.1860174597138133,0.2991604097159771,-0.09255888403376251,-0.5804050400609398,-0.09954911070728227,-0.1440792309588248,0.06845865620481222],[-0.19593811594843094,-0.25342920863328966,-0.18601745971381345,-0.10258586140177488,0.16548337377833375,-0.0510813080972098,-0.3207491963553867,-0.054997834446740994,-0.07968801548011716,0.037917819504207466],[0.31534559387493677,0.40740577183708115,0.2991604097159772,0.16548337377833366,-0.26587623332027943,0.08212698676557241,0.5156175347992716,0.08834549773720536,0.1277734627756502,-0.06084355998925977],[-0.09729315944603972,-0.12593015792107526,-0.09255888403376243,-0.05108130809720973,0.08212698676557234,-0.025299063964940843,-0.15918162646579642,-0.02727522888424676,-0.03969361597159616,0.01886276869252387],[-0.611164849392176,-0.790314444832996,-0.58040504006094,-0.32074919635538657,0.5156175347992717,-0.15918162646579662,-1.0,-0.17176753350931723,-0.24832279340464575,0.11777697391053278],[-0.10498399996759399,-0.13551546922477692,-0.09954911070728223,-0.05499783444674093,0.0883454977372053,-0.02727522888424677,-0.17176753350931712,-0.029229121980651026,-0.042707716796389995,0.02018463420092598],[-0.1515074572344355,-0.19610016205840042,-0.1440792309588248,-0.0796880154801171,0.1277734627756502,-0.03969361597159619,-0.24832279340464566,-0.042707716796390016,-0.061545398404183604,0.029231121982468845],[0.07192522333612221,0.09297978413852624,0.0684586562048122,0.03791781950420744,-0.06084355998925976,0.018862768692523884,0.11777697391053274,0.02018463420092599,0.02923112198246884,-0.013607586927409059]]",10,Stiff,-1,-1.0,100000.0,-1.0,-1.0,-,-5.860096818149654,"[1.,1.,1.,1.,-1.,1.,1.,1.,1.,-1.]",-1,0.7224397659301758,CIA,,,-5.860096818149654,"[1,1,1,1,-1,1,1,1,1,-1]",4,4,4,4,-1.0,1000,6.215779066085815,,-1.0
292,1,2025-08-22 15:50:08,"[[-0.20104302874842825,-0.1112215668400765,-0.382937401462668,0.2434634393268962,-0.18508009490766444,-0.15085575322592668,0.4483733973351515,-0.13064302297189845,0.3563936542233169,-0.07594769278446298],[-0.11122156684007647,-0.06158583232694673,-0.21195589198636414,0.13471572346034608,-0.10241953676941333,-0.08346724775574745,0.24807324908529582,-0.07228633418172005,0.1972252418954315,-0.04204158662576022],[-0.3829374014626678,-0.21195589198636408,-0.7296490034960047,0.4638303181272065,-0.3525597297106494,-0.28749716495691396,0.8542056368726823,-0.24889407014850015,0.6789928926441309,-0.14470734506764732],[0.24346343932689624,0.13471572346034613,0.4638303181272067,-0.2948211051989982,0.22411751451491493,0.182744606696286,-0.5429982209998813,0.158215496562103,-0.4316245150289579,0.09201059320385337],[-0.18508009490766458,-0.10241953676941344,-0.35255972971064986,0.22411751451491516,-0.17034341970284145,-0.13889429489430227,0.4127987510466576,-0.12022362005070848,0.32809478591633007,-0.0698939212197127],[-0.15085575322592654,-0.08346724775574738,-0.28749716495691385,0.1827446066962858,-0.13889429489430202,-0.11320378460763067,0.3365366221137871,-0.09805986241973903,0.2675078995749545,-0.05698156519121754],[0.44837339733515175,0.24807324908529602,0.854205636872683,-0.5429982209998815,0.4127987510466574,0.33653662211378754,-1.0,0.2913216045457033,-0.7948735092135528,0.1693891839114965],[-0.1306430229718984,-0.07228633418172005,-0.24889407014850018,0.1582154965621029,-0.12022362005070834,-0.09805986241973909,0.29132160454570305,-0.08485307871377847,0.23160760048644344,-0.04936390479481144],[0.3563936542233167,0.19722524189543145,0.6789928926441309,-0.4316245150289576,0.3280947859163296,0.2675078995749547,-0.794873509213552,0.23160760048644338,-0.6318342245413051,0.13460513711467706],[-0.075947692784463,-0.04204158662576025,-0.14470734506764746,0.0920105932038534,-0.06989392121971268,-0.05698156519121762,0.16938918391149646,-0.04936390479481148,0.1346051371146772,-0.028676796498427155]]",10,Stiff,-1,-1.0,100000.0,-1.0,-1.0,-,-3.373805385416685,"[1.,1.,1.,-1.,1.,1.,-1.,1.,-1.,1.]",-1,0.7957077026367188,CIA,,,-3.373805385416685,"[1,1,1,-1,1,1,-1,1,-1,-1]",4,4,4,4,-1.0,1000,7.9173743724823,,-1.0
293,1,2025-08-22 15:50:15,"[[-0.07582106338586754,-0.17139704528902144,0.04781292430518768,-0.2753745467693918,-0.015853585534936824,0.0066295629679112515,-0.05164155922391981,-0.1305834121711365,-0.0028088541842562825,-0.26832415560795186],[-0.17139704528902147,-0.3874555945366553,0.10812325593338573,-0.6224423599272491,-0.03590610151774903,0.014963625904395955,-0.11666265735909699,-0.29529699095822404,-0.0063512746931968095,-0.6066532974956385],[0.047812924305187854,0.1081232559333861,-0.0301421911566952,0.17371754834450692,0.01004425345633007,-0.00411892430957973,0.032577063298953664,0.08234402619701228,0.0018010557902362716,0.16928164470440682],[-0.2753745467693919,-0.6224423599272492,0.17371754834450637,-1.0,-0.057635760512191124,0.02394483594535359,-0.187530071092159,-0.4744146246811529,-0.010236719505612727,-0.9746352919375187],[-0.0158535855349368,-0.035906101517748965,0.01004425345633002,-0.05763576051219102,-0.0033067699010137716,0.0013259845970935093,-0.010809470633242911,-0.027390784759738752,-0.000604255826852508,-0.056208746450918584],[0.006629562967911202,0.01496362590439584,-0.004118924309579684,0.023944835945353408,0.0013259845970935015,-0.0005920185693762576,0.004477118080429713,0.011373701930293972,0.0002879222404784375,0.02334920656081827],[-0.05164155922391978,-0.1166626573590969,0.03257706329895353,-0.1875300710921588,-0.01080947063324292,0.004477118080429743,-0.03513640637685229,-0.08896558004685506,-0.00194392728721795,-0.1827984612276285],[-0.1305834121711367,-0.2952969909582244,0.08234402619701212,-0.4744146246811534,-0.027390784759738832,0.011373701930294071,-0.08896558004685524,-0.22509700170805103,-0.0048346760248782475,-0.4623360338820177],[-0.002808854184256304,-0.006351274693196856,0.0018010557902362796,-0.010236719505612803,-0.0006042558268525134,0.0002879222404784412,-0.001943927287217966,-0.004834676024878279,-0.00012801979937567928,-0.009985612049144863],[-0.2683241556079521,-0.6066532974956389,0.16928164470440638,-0.9746352919375193,-0.056208746450918716,0.02334920656081847,-0.18279846122762877,-0.46233603388201744,-0.009985612049144797,-0.9499387528224148]]",10,Stiff,-1,-1.0,100000.0,-1.0,-1.0,-,-4.700740443674519,"[1.,1.,-1.,1.,1.,-1.,1.,1.,1.,1.]",-1,0.8621485233306885,CIA,,,-4.700740443674519,"[1,1,-1,1,1,-1,1,1,1,1]",3,3,2,3,-1.0,1000,6.41495680809021,,-1.0
294,1,2025-08-22 15:50:26,"[[-0.11173296801275631,0.05930276629137276,0.05194820532584501,0.09424412025117204,0.045846097824298965,-0.024505993413063788,0.002019516293217528,-0.003155144309111207,-0.33417248022569257,-0.012705835740929858],[0.05930276629137271,-0.03153498109296417,-0.02759732135570895,-0.05009273186508592,-0.024368407009148985,0.01302557315017108,-0.0010815811990295,0.00162734044041422,0.17747198348333937,0.00677067798744591],[0.05194820532584499,-0.027597321355708963,-0.024197137384982432,-0.04392341762716594,-0.021356383299344892,0.011406354542776656,-0.0009970441302526692,0.0014006225789054004,0.15559224122118515,0.005890090087158212],[0.09424412025117196,-0.05009273186508593,-0.043923417627165916,-0.07949034969850534,-0.03862757133644351,0.0206498757895149,-0.0017914132170293877,0.0025997972922065615,0.28191445069795856,0.010741300231131876],[0.04584609782429894,-0.024368407009148992,-0.021356383299344892,-0.03862757133644353,-0.018806176766295032,0.01012754719517173,-0.0008637446319892507,0.0013112824319103495,0.13717060300627756,0.0051341851919083316],[-0.02450599341306384,0.013025573150171117,0.011406354542776683,0.020649875789514955,0.010127547195171756,-0.00538515563432238,0.0004884850440715917,-0.00061897928208804,-0.0733077260638334,-0.002707723276232473],[0.0020195162932175104,-0.0010815811990294915,-0.0009970441302526616,-0.0017914132170293747,-0.0008637446319892439,0.000488485044071587,-4.309573319468728e-05,2.728419478602137e-05,0.006423935702331946,0.0002853450524304408],[-0.003155144309111273,0.0016273404404142564,0.0014006225789054319,0.002599797292206619,0.0013112824319103772,-0.0006189792820880532,2.728419478602316e-05,-0.00012498561601428752,-0.009447604873679877,-0.00035237251603620194],[-0.3341724802256924,0.1774719834833394,0.15559224122118512,0.2819144506979586,0.1371706030062775,-0.07330772606383319,0.006423935702331993,-0.009447604873679674,-1.0,-0.03801013066450543],[-0.01270583574092982,0.006770677987445896,0.005890090087158197,0.010741300231131852,0.0051341851919083185,-0.002707723276232459,0.000285345052430442,-0.0003523725160361933,-0.03801013066450535,-0.0014657409719062836]]",10,Stiff,-1,-1.0,100000.0,-1.0,-1.0,-,-0.8385772865725944,"[1.,-1.,-1.,-1.,-1.,1.,-1.,1.,1.,1.]",-1,0.9169299602508544,CIA,,,-0.8385772865725944,"[1,-1,-1,-1,-1,1,-1,1,1,1]",6,6,1,6,-1.0,1000,11.259695053100586,,-1.0
295,1,2025-08-22 15:43:23,"[[-0.2435841556186741,-0.3958859303734988,0.035246001857452046,0.2399796753671398,0.2651057928466753,-0.49363275997308853,-0.04637029408613975,0.015628802996917227,-0.022736780915243403,0.3118425190264052],[-0.39588593037349873,-0.6432146621423062,0.057278584508694406,0.38988296340034684,0.43077431724965315,-0.8020413913725634,-0.07537246203151118,0.025407407606414877,-0.03690468270354149,0.5066759505458045],[0.035246001857452226,0.057278584508694705,-0.005104143184889009,-0.034756579464492066,-0.03837695466214036,0.07141912232463615,0.006716557087477263,-0.0022974794596191555,0.003299373885286949,-0.04514831924827869],[0.23997967536714013,0.3898829634003474,-0.03475657946449194,-0.23632500700101086,-0.2610458378082686,0.4861242566887497,0.045711226656107294,-0.0154177486596347,0.022372928638008594,-0.3071506339308789],[0.2651057928466753,0.4307743172496532,-0.038376954662140174,-0.2610458378082683,-0.2884459566651076,0.5371151395408533,0.05044494417082874,-0.017044906968605313,0.02471674858924395,-0.33929368453783715],[-0.49363275997308875,-0.8020413913725639,0.07141912232463582,0.48612425668874926,0.5371151395408537,-1.0,-0.09396402537465556,0.03170798879554115,-0.04606565397426735,0.6318389459615319],[-0.04637029408613981,-0.07537246203151128,0.006716557087477237,0.04571122665610728,0.050444944170828794,-0.09396402537465562,-0.008796486942831782,0.0029764778671225447,-0.0043178680095721286,0.05934398116304741],[0.015628802996917258,0.025407407606414932,-0.002297479459619149,-0.015417748659634712,-0.017044906968605347,0.031707988795541195,0.0029764778671225473,-0.0009889583697525225,0.001465525180567502,-0.020050400626532613],[-0.022736780915243573,-0.03690468270354177,0.0032993738852869574,0.02237292863800873,0.024716748589244133,-0.04606565397426767,-0.0043178680095721554,0.0014655251805675096,-0.0020605123011229218,0.029116460981416004],[0.31184251902640525,0.5066759505458046,-0.045148319248278466,-0.30715063393087855,-0.33929368453783715,0.6318389459615317,0.05934398116304735,-0.020050400626532572,0.029116460981415793,-0.3991257985842186]]",10,Stiff,-1,-1.0,100000.0,-1.0,-1.0,-,-2.55528766180296,"[1.,1.,-1.,-1.,-1.,1.,1.,-1.,1.,-1.]",-1,0.893413782119751,CIA,,,-2.55528766180296,"[1,1,-1,-1,-1,1,1,-1,1,-1]",4,4,4,4,-1.0,1000,9.934492588043211,,-1.0
296,1,2025-08-22 15:43:34,"[[-0.13377403260828538,-0.05018278240244455,0.03029184138449305,-0.3656939778532338,0.004215102949705368,0.34832760812091157,-0.16997856152162846,0.0807881086856006,0.05752974791962253,-0.010357089786215436],[-0.05018278240244452,-0.01885389491679154,0.011375038355602229,-0.13721073306888,0.0015708950139989943,0.13065629878948312,-0.06373751920704991,0.030284652673836402,0.02156799815353621,-0.00388573430515427],[0.03029184138449307,0.011375038355602246,-0.006881641040326087,0.08287141769307503,-0.0009448515590220483,-0.07892280824787642,0.03853328355186574,-0.0182993446174045,-0.013035990801109848,0.0023182735742895127],[-0.36569397785323365,-0.13721073306888001,0.08287141769307495,-1.0,0.01146446447623738,0.9524609684563804,-0.4647419235899184,0.22083729202891772,0.1572704883951125,-0.02830847638049654],[0.004215102949705233,0.0015708950139989447,-0.0009448515590220171,0.011464464476237016,-0.00015990675755865133,-0.010923996853180594,0.005328372762461929,-0.0025013682867563156,-0.0018060178393591983,0.00031189287533030534],[0.3483276081209113,0.13065629878948312,-0.0789228082478763,0.9524609684563801,-0.010923996853180936,-0.9071733406017907,0.4426512018916465,-0.21036395177518868,-0.1497793630484219,0.026915176258051964],[-0.1699785615216284,-0.06373751920704994,0.0385332835518657,-0.4647419235899185,0.005328372762462099,0.44265120189164675,-0.2159849003211007,0.10265483717268924,0.07307401954128209,-0.01316694283451693],[0.08078810868560067,0.030284652673836447,-0.0182993446174045,0.22083729202891797,-0.0025013682867563993,-0.21036395177518902,0.10265483717268932,-0.04875756911408689,-0.034725528730792446,0.006250520934378995],[0.057529747919622426,0.021567998153536185,-0.013035990801109816,0.1572704883951123,-0.0018060178393592534,-0.14977936304842177,0.07307401954128198,-0.03472552873079236,-0.024753484517447667,0.004440402034797751],[-0.010357089786215516,-0.0038857343051543025,0.0023182735742895287,-0.02830847638049677,0.00031189287533031824,0.026915176258052197,-0.013166942834517033,0.0062505209343790375,0.0044404020347977935,-0.0008203456516507651]]",10,Stiff,-1,-1.0,100000.0,-1.0,-1.0,-,-1.6565462840623566,"[1.,1.,-1.,1.,-1.,-1.,1.,-1.,-1.,1.]",-1,0.943063735961914,CIA,,,-1.6565462840623566,"[1,1,-1,1,-1,-1,1,-1,-1,1]",4,4,4,4,-1.0,1000,9.91879391670227,,-1.0
