Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str)
34,1,2025-08-20 23:30:17,"[[0.11060671381769194,0.11497680024799894,0.3547502931827344,0.20548924198071905,0.1559891021000983,0.14903908819078374,0.03197159106337921,0.08989694043914856,0.2643802446194618,-0.06481494121994834],[0.11497680024799894,0.061057363100955865,0.15785680282413378,-0.0008378537621181875,0.11762896655965978,0.04576051957286012,0.030596086186658024,0.07534481203594927,0.1123539453551708,-0.14494822555462938],[0.3547502931827344,0.15785680282413378,0.3716544283786255,-0.12501288106039044,0.33810105181392613,0.08220988988602464,0.09230004280560837,0.21986673452274233,0.25585682258999637,-0.48796429258672],[0.20548924198071905,-0.0008378537621181875,-0.12501288106039044,-0.42932744079441065,0.12474148572222754,-0.13004810850910525,0.04775653144309615,0.09378104250913447,-0.1188950803319025,-0.40722465114284356],[0.1559891021000983,0.11762896655965978,0.33810105181392613,0.12474148572222754,0.18591210652743415,0.12653445063995264,0.04204836603119751,0.11126537830290183,0.2473793901596823,-0.14900461472042903],[0.14903908819078374,0.04576051957286012,0.08220988988602464,-0.13004810850910525,0.12653445063995264,-0.004400464425026675,0.038729801220073336,0.08682700746687283,0.05011486928670038,-0.23459506406939443],[0.03197159106337921,0.030596086186658024,0.09230004280560837,0.04775653144309615,0.04204836603119751,0.038729801220073336,0.01065115406139437,0.026071973675657372,0.06874411980718552,-0.023990757821078203],[0.08989694043914856,0.07534481203594927,0.21986673452274233,0.09378104250913447,0.11126537830290183,0.08682700746687283,0.026071973675657372,0.06656984336231314,0.1610502975155044,-0.07805121381124971],[0.2643802446194618,0.1123539453551708,0.25585682258999637,-0.1188950803319025,0.2473793901596823,0.05011486928670038,0.06874411980718552,0.1610502975155044,0.17273478244437906,-0.37203452542113374],[-0.06481494121994834,-0.14494822555462938,-0.48796429258672,-0.40722465114284356,-0.14900461472042903,-0.23459506406939443,-0.023990757821078203,-0.07805121381124971,-0.37203452542113374,-0.06492929919173002]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.030357184909831,"[-1.,-1.,1.,1.,-1.,1.,-1.,-1.,1.,1.]",-1,0.2274086475372314,-,-,-,-1.9317666622556808,"[-1,-1,1,1,-1,-1,1,-1,-1,-1]",-1,-1,16,-1.0,-1,1741.4115180969238,
35,1,2025-08-20 23:29:55,"[[0.2588458597368073,-0.129557300080461,0.07347137217049812,0.009093487200697206,0.06879307049541845,0.11336634845227407,-0.19431751534806746,0.20440156880214985,0.27542492217232706,0.2707386706823479],[-0.129557300080461,-0.07293866188110856,-0.020628343728330324,-0.18693780488070788,-0.12830689520500055,-0.2416179044798651,-0.24823544913625423,0.0018692720137662919,-0.18881691062738118,-0.22046627025032112],[0.07347137217049812,-0.020628343728330324,0.019209746813656087,0.023136109414454032,0.030310814564608005,0.052991507954816004,-0.015337729696850814,0.04575024248052224,0.08381037544382439,0.08637017579974303],[0.009093487200697206,-0.18693780488070788,0.023136109414454032,-0.23790364413200915,-0.12220188562392509,-0.23901404420504302,-0.46201232654913815,0.1448913714037733,-0.05808662533024568,-0.1028250709088271],[0.06879307049541845,-0.12830689520500055,0.030310814564608005,-0.12220188562392509,-0.04617034027888825,-0.09715752270349765,-0.28812035194451396,0.12569217046162026,0.03812808531368984,0.01299257527683044],[0.11336634845227407,-0.2416179044798651,0.052991507954816004,-0.23901404420504302,-0.09715752270349765,-0.19953150299243266,-0.5490719769378101,0.22998759423206297,0.051428171290098176,0.002744803484778069],[-0.19431751534806746,-0.24823544913625423,-0.015337729696850814,-0.46201232654913815,-0.28812035194451396,-0.5490719769378101,-0.7203404862488811,0.10841661336662424,-0.33509881385960927,-0.41750300444440547],[0.20440156880214985,0.0018692720137662919,0.04575024248052224,0.1448913714037733,0.12569217046162026,0.22998759423206297,0.10841661336662424,0.08212252805711015,0.25608156171555685,0.27854336900417903],[0.27542492217232706,-0.18881691062738118,0.08381037544382439,-0.05808662533024568,0.03812808531368984,0.051428171290098176,-0.33509881385960927,0.25608156171555685,0.27385235113518114,0.2558386143925144],[0.2707386706823479,-0.22046627025032112,0.08637017579974303,-0.1028250709088271,0.01299257527683044,0.002744803484778069,-0.41750300444440547,0.27854336900417903,0.2558386143925144,0.2289739030425854]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.457639516731646,"[-1.,1.,-1.,1.,1.,1.,1.,-1.,1.,1.]",-1,0.2261407375335693,-,-,-,-3.191510805763035,"[-1,1,1,1,1,1,1,-1,-1,-1]",-1,-1,-1,-1.0,-1,1718.9685237407684,
36,1,2025-08-20 23:25:34,"[[0.03527659204088974,0.00017519863915087946,-0.14404001265489813,0.10080768301727039,0.03248058000927609,-0.0071942346255660546,0.021574092921106354,0.01576717889366855,-0.11294068195674628,0.011938386665864456],[0.00017519863915087946,-0.1146886397900478,-0.3272272681095356,0.07610166800394892,0.0375819851624708,-0.0839602245184344,-0.03342947063680105,-0.08721185032560672,-0.1732282327870928,-0.07476414538732162],[-0.14404001265489813,-0.3272272681095356,-0.6628179628320274,-0.09302770017535614,-0.033719439879644056,-0.38986031183075875,-0.18009933754626237,-0.4552482474593845,-0.27994366593089515,-0.32455913955800053],[0.10080768301727039,0.07610166800394892,-0.09302770017535614,0.3842662649822375,0.1453412326696104,0.2994548837914143,0.13017881233974493,0.3589067328332446,-0.11813064275781665,0.32599795635773365],[0.03248058000927609,0.0375819851624708,-0.033719439879644056,0.1453412326696104,0.054049275821682244,0.11514138521464629,0.05368667822956343,0.13240043954550212,-0.04929144496316721,0.130917394015961],[-0.0071942346255660546,-0.0839602245184344,-0.38986031183075875,0.2994548837914143,0.11514138521464629,0.10580825806800336,0.03491341871816274,0.10722025346534636,-0.23172945121096367,0.1733862344750198],[0.021574092921106354,-0.03342947063680105,-0.18009933754626237,0.13017881233974493,0.05368667822956343,0.03491341871816274,0.018533240040917994,0.04477725346433637,-0.11445755350556736,0.04740649601463123],[0.01576717889366855,-0.08721185032560672,-0.4552482474593845,0.3589067328332446,0.13240043954550212,0.10722025346534636,0.04477725346433637,0.12709471418247384,-0.28202183538126,0.18294763350524906],[-0.11294068195674628,-0.1732282327870928,-0.27994366593089515,-0.11813064275781665,-0.04929144496316721,-0.23172945121096367,-0.11445755350556736,-0.28202183538126,-0.09248085803566325,-0.18847258632616284],[0.011938386665864456,-0.07476414538732162,-0.32455913955800053,0.32599795635773365,0.130917394015961,0.1733862344750198,0.04740649601463123,0.18294763350524906,-0.18847258632616284,0.21959306935947023]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.749417910037618,"[1.,1.,1.,-1.,-1.,1.,1.,1.,1.,1.]",-1,0.2269041538238525,-,-,-,-2.749417910037618,"[-1,1,1,-1,-1,1,1,1,1,1]",40,-1,-1,-1.0,-1,1458.7474868297577,
37,1,2025-08-20 23:30:12,"[[0.22544262966260895,0.06359927365242425,0.2732482039629061,0.19503079648044763,0.34642535855818773,0.46306358575789736,0.18717398743638677,0.13743717146663154,0.16318605081532556,0.014577965920274438],[0.06359927365242425,-0.285267263617428,-0.06455935713244636,-0.11466252736191018,-0.11392288603474313,-0.27334208788428904,-0.49219898612967494,-0.10480012824293894,-0.10365751481378013,-0.2614543527286798],[0.2732482039629061,-0.06455935713244636,0.2684959574954209,0.1604658147600003,0.3170049760631235,0.37678055989960935,-0.015928749602321657,0.10012282382026477,0.13044542866572847,-0.10943435292859405],[0.19503079648044763,-0.11466252736191018,0.1604658147600003,0.06885551251116315,0.19239739483070262,0.1759728157844006,-0.14511477390106517,0.041406728252981334,0.05794332241732311,-0.1343707651579048],[0.34642535855818773,-0.11392288603474313,0.3170049760631235,0.19239739483070262,0.36334764321578344,0.4305011217563367,-0.08254909449445719,0.10620631502800977,0.14578518809773722,-0.16985641484352404],[0.46306358575789736,-0.27334208788428904,0.37678055989960935,0.1759728157844006,0.4305011217563367,0.4172499459790199,-0.32978980625945753,0.09264718907047981,0.13805646939891747,-0.3268535731756187],[0.18717398743638677,-0.49219898612967494,-0.015928749602321657,-0.14511477390106517,-0.08254909449445719,-0.32978980625945753,-0.8174873140851932,-0.13843363088279287,-0.128787057487394,-0.46677395539141514],[0.13743717146663154,-0.10480012824293894,0.10012282382026477,0.041406728252981334,0.10620631502800977,0.09264718907047981,-0.13843363088279287,0.01528130636258227,0.029469967120842006,-0.1188060752028924],[0.16318605081532556,-0.10365751481378013,0.13044542866572847,0.05794332241732311,0.14578518809773722,0.13805646939891747,-0.128787057487394,0.029469967120842006,0.046072393011704765,-0.12069617598549942],[0.014577965920274438,-0.2614543527286798,-0.10943435292859405,-0.1343707651579048,-0.16985641484352404,-0.3268535731756187,-0.46677395539141514,-0.1188060752028924,-0.12069617598549942,-0.2296741778704241]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.2655479364248503,"[-1.,1.,-1.,1.,-1.,1.,1.,1.,1.,1.]",-1,0.2274031639099121,-,-,-,-2.38985907219382,"[-1,1,1,-1,-1,-1,1,1,-1,1]",-1,-1,-1,-1.0,-1,1736.5489387512207,
38,1,2025-08-20 23:20:29,"[[0.047437179360632624,-0.11985435338012584,0.16328580848755328,-0.09329953081716294,0.01257315456003217,-0.09819672363801071,0.04873619189263986,-0.5079798140568687,-0.09728727653579494,0.13284281590094724],[-0.11985435338012584,-0.013938972591242991,-0.06946748107227659,-0.0837222992369811,-0.019589070061121733,-0.07569961187993998,-0.024419018053691142,-0.07990109245316798,-0.0622003996664319,-0.038893936467048446],[0.16328580848755328,-0.06946748107227659,0.24947976163170965,0.052883584929906136,0.09880290249597326,0.003038402141447835,0.10597938480878172,-0.3094023741081192,0.02673042893179195,0.21166837804501906],[-0.09329953081716294,-0.0837222992369811,0.052883584929906136,-0.1344822368112515,-0.00048447777360063893,-0.1348419552680164,0.01604765131866244,-0.4070859972881267,-0.12312335913342336,0.05870105168571211],[0.01257315456003217,-0.019589070061121733,0.09880290249597326,-0.00048447777360063893,0.038644874331048656,-0.0195909050182681,0.04314704174193702,-0.15961768702896073,-0.019395254449620997,0.08112929144043808],[-0.09819672363801071,-0.07569961187993998,0.003038402141447835,-0.1348419552680164,-0.0195909050182681,-0.12578407323510238,-0.005710016776792511,-0.3288676629938058,-0.11264870281669795,0.018591325475073042],[0.04873619189263986,-0.024419018053691142,0.10597938480878172,0.01604765131866244,0.04314704174193702,-0.005710016776792511,0.04601292654241101,-0.1409979380934413,0.0009250427485389748,0.08906994393103125],[-0.5079798140568687,-0.07990109245316798,-0.3094023741081192,-0.4070859972881267,-0.15961768702896073,-0.3288676629938058,-0.1409979380934413,-0.42103471065870246,-0.3276870753375766,-0.21944854955907003],[-0.09728727653579494,-0.0622003996664319,0.02673042893179195,-0.12312335913342336,-0.019395254449620997,-0.11264870281669795,0.0009250427485389748,-0.3276870753375766,-0.11864111429296319,0.024373867909706796],[0.13284281590094724,-0.038893936467048446,0.21166837804501906,0.05870105168571211,0.08112929144043808,0.018591325475073042,0.08906994393103125,-0.21944854955907003,0.024373867909706796,0.16989938468914006]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.573340884285085,"[1.,1.,-1.,1.,1.,1.,1.,1.,1.,-1.]",-1,0.2295355796813964,-,-,-,-2.573340884285085,"[1,1,1,1,-1,1,1,1,1,-1]",30,-1,-1,-1.0,-1,1153.1204884052277,
39,1,2025-08-20 23:29:48,"[[-0.9252728680806682,-0.8088648041383463,-0.3114324225798313,0.20611073590011936,0.2244621177228324,-0.07155941994839188,-0.1739654412856592,-0.8750079591875355,-0.2651561369445954,-0.5037595679006597],[-0.8088648041383463,-0.5927157218299482,-0.11289063139413053,0.2780855928289597,0.2696974606054418,0.10245698059984143,-0.16370697039173254,-0.7239970605735351,-0.19531357469898758,-0.4759081031686806],[-0.3114324225798313,-0.11289063139413053,0.3715201526006461,0.506861874055853,0.3500180541090525,0.6332941867017242,-0.0923469453716741,-0.24094794299711966,-0.004637461725830697,-0.3597989588301838],[0.20611073590011936,0.2780855928289597,0.506861874055853,0.40504457587918263,0.22443799392844554,0.6629148104400492,0.011335529583730908,0.23247325922652248,0.1332586384719462,-0.07631432855107115],[0.2244621177228324,0.2696974606054418,0.3500180541090525,0.22443799392844554,0.10917135745055952,0.3989788997236263,0.03146698149121849,0.2528658588394693,0.11313583248682726,0.01982962312619166],[-0.07155941994839188,0.10245698059984143,0.6332941867017242,0.6629148104400492,0.3989788997236263,0.9209735390666074,-0.044007905036333034,0.012809608800466499,0.0900403367521192,-0.3029769910756701],[-0.1739654412856592,-0.16370697039173254,-0.0923469453716741,0.011335529583730908,0.03146698149121849,-0.044007905036333034,-0.04237525525449142,-0.1799000524290014,-0.05809086230691576,-0.09761671251644097],[-0.8750079591875355,-0.7239970605735351,-0.24094794299711966,0.23247325922652248,0.2528658588394693,0.012809608800466499,-0.1799000524290014,-0.835619257248961,-0.2371009155033839,-0.5037909063758682],[-0.2651561369445954,-0.19531357469898758,-0.004637461725830697,0.1332586384719462,0.11313583248682726,0.0900403367521192,-0.05809086230691576,-0.2371009155033839,-0.06037791065309966,-0.17579959277652907],[-0.5037595679006597,-0.4759081031686806,-0.3597989588301838,-0.07631432855107115,0.01982962312619166,-0.3029769910756701,-0.09761671251644097,-0.5037909063758682,-0.17579959277652907,-0.2051364521257802]]",10,Random,10,-1.0,-1.0,-1.0,-,-6.916235396265387,"[1.,1.,1.,-1.,-1.,-1.,1.,1.,1.,1.]",-1,0.2294714450836181,-,-,-,-5.97994110966694,"[1,1,-1,-1,-1,-1,-1,1,1,1]",-1,-1,-1,-1.0,-1,1712.2028651237488,
40,1,2025-08-20 23:21:31,"[[0.06355902260395412,0.05378660512501316,0.32558139256979723,0.10950534836014839,0.02187874076070683,0.09439028526090638,0.18204773166404822,0.03728739779225902,-0.011617644124238664,0.2543611978209422],[0.05378660512501316,-0.21071007591287452,-0.43690596320276404,-0.08274407904262768,-0.02310386347775233,-0.09514909630360732,-0.3996006375075514,-0.2124632847368032,-0.1725238812620018,-0.287782711708751],[0.32558139256979723,-0.43690596320276404,-0.294295931162587,0.07412757242432719,0.020491597907892976,0.008916406058616565,-0.5533595263866243,-0.5251482842476449,-0.47799830629015627,-0.0861074779295603],[0.10950534836014839,-0.08274407904262768,0.07412757242432719,0.058791296368187224,-0.0018827494749335955,0.048359120430897545,-0.0587438391983313,-0.0863127074829452,-0.12238903684982473,0.09730561996915137],[0.02187874076070683,-0.02310386347775233,0.020491597907892976,-0.0018827494749335955,-0.01179448571669689,0.022453333855152635,0.004434791749950656,0.0025148376426171667,-0.014353225417106165,0.032342359242325314],[0.09439028526090638,-0.09514909630360732,0.008916406058616565,0.048359120430897545,0.022453333855152635,0.02414438649390006,-0.08499353563393218,-0.13910801906002834,-0.11636681073821487,0.037637013934435054],[0.18204773166404822,-0.3996006375075514,-0.5533595263866243,-0.0587438391983313,0.004434791749950656,-0.08499353563393218,-0.5889853767320807,-0.4546261236942356,-0.3406260194695918,-0.31698793739408154],[0.03728739779225902,-0.2124632847368032,-0.5251482842476449,-0.0863127074829452,0.0025148376426171667,-0.13910801906002834,-0.4546261236942356,-0.27543863762914983,-0.17213613975964748,-0.3748023484659736],[-0.011617644124238664,-0.1725238812620018,-0.47799830629015627,-0.12238903684982473,-0.014353225417106165,-0.11636681073821487,-0.3406260194695918,-0.17213613975964748,-0.0858338110281288,-0.3345358125213704],[0.2543611978209422,-0.287782711708751,-0.0861074779295603,0.09730561996915137,0.032342359242325314,0.037637013934435054,-0.31698793739408154,-0.3748023484659736,-0.3345358125213704,0.03218532120947641]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.874305760186193,"[-1.,1.,1.,1.,-1.,1.,1.,1.,1.,1.]",-1,0.2284891605377197,-,-,-,-4.874305760186193,"[-1,1,1,1,1,1,1,1,1,1]",32,-1,-1,-1.0,-1,1215.113816738129,
41,1,2025-08-20 23:29:31,"[[-0.5658071218966023,0.2928354765055892,-0.14632035570516988,-0.3660290192525048,-0.6071778150922122,-0.11367250847651984,-0.3203858304710525,-0.5823016421992987,-0.24916360647967198,-0.4218205821268898],[0.2928354765055892,0.4408454909746104,0.3424611705856397,0.4335243544006967,0.05702532864540716,0.15122333117379214,-0.11980649160431224,-0.06188548066937269,0.44393941243050755,0.18143246568734633],[-0.14632035570516988,0.3424611705856397,0.08219699257528963,0.014455734273145726,-0.27328306364720717,0.01232717106393809,-0.21209577144506608,-0.31357557973746936,0.0770529590844188,-0.12570011173333137],[-0.3660290192525048,0.4335243544006967,0.014455734273145726,-0.1360188745378361,-0.4989864473004824,-0.03533475374109223,-0.32476183601861713,-0.526560715991825,-0.03205633530621052,-0.287948551502953],[-0.6071778150922122,0.05702532864540716,-0.27328306364720717,-0.4989864473004824,-0.541241816668179,-0.16204738752809408,-0.22007189484227718,-0.46900609359885004,-0.4048637199288108,-0.4370248494139918],[-0.11367250847651984,0.15122333117379214,0.01232717106393809,-0.03533475374109223,-0.16204738752809408,-0.008087440114596414,-0.10895490007279796,-0.1731005310918951,-0.0011141692487391143,-0.09035151911172279],[-0.3203858304710525,-0.11980649160431224,-0.21209577144506608,-0.32476183601861713,-0.22007189484227718,-0.10895490007279796,-0.043596713470428816,-0.15563882478367658,-0.2932246926862371,-0.2212253000884428],[-0.5823016421992987,-0.06188548066937269,-0.31357557973746936,-0.526560715991825,-0.46900609359885004,-0.1731005310918951,-0.15563882478367658,-0.3770923481350915,-0.45056797081349187,-0.4119808064409356],[-0.24916360647967198,0.44393941243050755,0.0770529590844188,-0.03205633530621052,-0.4048637199288108,-0.0011141692487391143,-0.2932246926862371,-0.45056797081349187,0.05740043527542735,-0.20550951383576493],[-0.4218205821268898,0.18143246568734633,-0.12570011173333137,-0.287948551502953,-0.4370248494139918,-0.09035151911172279,-0.2212253000884428,-0.4119808064409356,-0.20550951383576493,-0.31233665422158347]]",10,Random,10,-1.0,-1.0,-1.0,-,-7.855060276299724,"[1.,-1.,1.,1.,1.,1.,1.,1.,1.,1.]",-1,0.2259066104888916,-,-,-,-6.929019754740629,"[1,-1,-1,1,1,1,-1,1,1,1]",-1,-1,-1,-1.0,-1,1695.301380634308,
42,1,2025-08-20 23:29:47,"[[0.024618300512119443,0.028538699288189154,-0.008741037843100607,-0.09953819604572461,0.09739582654292941,-0.0919200242403492,-0.04829747886497751,-0.011269883329287862,0.028118059627693155,0.04356498938329425],[0.028538699288189154,-0.16262450101210454,-0.12270296791168016,-0.5541123328160139,0.27063824510779594,-0.4977491002740987,-0.2830263746175383,-0.1378659052803212,0.05968493329561805,-0.041848375583028966],[-0.008741037843100607,-0.12270296791168016,-0.0620207029718059,-0.2241533025450404,0.06289745257652891,-0.1990136300091518,-0.11654286273044848,-0.06930340454093938,0.006325530114218662,-0.06685934622640652],[-0.09953819604572461,-0.5541123328160139,-0.2241533025450404,-0.6414054207168235,-0.002876267049009673,-0.5630145579698673,-0.33815144371005634,-0.25391626629860586,-0.04639864323363464,-0.3790507665282007],[0.09739582654292941,0.27063824510779594,0.06289745257652891,-0.002876267049009673,0.24763683391838406,-0.011462912410650367,0.006342205401646164,0.07292163464894796,0.08491370092269006,0.25118384992905257],[-0.0919200242403492,-0.4977491002740987,-0.1990136300091518,-0.5630145579698673,-0.011462912410650367,-0.4938886391041704,-0.2969895240771171,-0.22584894132210728,-0.044582331109096984,-0.3427137672295153],[-0.04829747886497751,-0.2830263746175383,-0.11654286273044848,-0.33815144371005634,0.006342205401646164,-0.2969895240771171,-0.17854660288511712,-0.13100370154382604,-0.021058141890246095,-0.1913035757810252],[-0.011269883329287862,-0.1378659052803212,-0.06930340454093938,-0.25391626629860586,0.07292163464894796,-0.22584894132210728,-0.13100370154382604,-0.07905176788294907,0.006401021012518573,-0.07490917808824359],[0.028118059627693155,0.05968493329561805,0.006325530114218662,-0.04639864323363464,0.08491370092269006,-0.044582331109096984,-0.021058141890246095,0.006401021012518573,0.02766982861209441,0.061856346625772655],[0.04356498938329425,-0.041848375583028966,-0.06685934622640652,-0.3790507665282007,0.25118384992905257,-0.3427137672295153,-0.1913035757810252,-0.07490917808824359,0.061856346625772655,0.037035379730087636]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.651679474294896,"[1.,1.,1.,1.,-1.,1.,1.,1.,-1.,1.]",-1,0.2255363464355468,-,-,-,-3.64673982744943,"[-1,1,-1,1,-1,1,1,1,-1,1]",-1,-1,-1,-1.0,-1,1711.1947383880615,
43,1,2025-08-20 23:24:33,"[[-0.3620871427385036,-0.2877351861555865,-0.448075143023421,0.0013929484182831353,-0.11185063704302736,-0.3261918418086341,-0.2037084579875856,-0.20221068718838167,-0.0822537751759738,-0.154777463032874],[-0.2877351861555865,-0.1674990604668129,-0.512880305703189,-0.05525035711600892,-0.24616350497350567,-0.4150109426997906,-0.26690145212256067,-0.24860379421116507,-0.1009668952538908,-0.17921333635702316],[-0.448075143023421,-0.512880305703189,-0.15538814804334908,0.1446061563733618,0.26255347807102447,-0.006395864059557756,0.017942134260012073,-0.024683474674043405,-0.02451681832329915,-0.04852907256856575],[0.0013929484182831353,-0.05525035711600892,0.1446061563733618,0.051396688548892705,0.14429670465528235,0.14361854416181785,0.09721659768881222,0.08144612309658698,0.030432795089522104,0.05212188866913736],[-0.11185063704302736,-0.24616350497350567,0.26255347807102447,0.14429670465528235,0.36827244312022817,0.298217960751322,0.2075506036249229,0.16360029964085657,0.05712353420938611,0.09599659254998835],[-0.3261918418086341,-0.4150109426997906,-0.006395864059557756,0.14361854416181785,0.298217960751322,0.10139999857636307,0.08463129483490056,0.04190872229626626,0.006126635011862673,0.002922144687131631],[-0.2037084579875856,-0.26690145212256067,0.017942134260012073,0.09721659768881222,0.2075506036249229,0.08463129483490056,0.06697655853164146,0.037997207480494614,0.009468142734827878,0.009205629270702594],[-0.20221068718838167,-0.24860379421116507,-0.024683474674043405,0.08144612309658698,0.16360029964085657,0.04190872229626626,0.037997207480494614,0.01391218258715043,0.0005912275990576257,-0.0059013758350136124],[-0.0822537751759738,-0.1009668952538908,-0.02451681832329915,0.030432795089522104,0.05712353420938611,0.006126635011862673,0.009468142734827878,0.0005912275990576257,-0.003036677279433277,-0.004144538948760283],[-0.154777463032874,-0.17921333635702316,-0.04852907256856575,0.05212188866913736,0.09599659254998835,0.002922144687131631,0.009205629270702594,-0.0059013758350136124,-0.004144538948760283,-0.014699635068388119]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.075680661075099,"[1.,1.,1.,-1.,-1.,1.,1.,1.,1.,1.]",-1,0.224973440170288,-,-,-,-3.075680661075099,"[1,1,-1,-1,-1,1,1,1,1,-1]",37,-1,-1,-1.0,-1,1397.6768147945404,
44,1,2025-08-20 23:29:43,"[[-0.029381059837674705,0.08524677581870659,0.08268060564516422,-0.12271542002290596,0.1289511702206679,-0.20435807867717282,-0.007523863288959586,-0.2260027614408664,-0.04019564969078315,0.08037576840571962],[0.08524677581870659,0.24352136404347502,0.37645662317261,0.05760984454707155,0.22081122162224337,-0.10271365562816066,0.14322047185853845,-0.17518809744066138,0.13938783780464717,0.20037850360915832],[0.08268060564516422,0.37645662317261,0.5414557851944753,-0.03586386279303899,0.3851655383577825,-0.2962005607648354,0.17488614896366336,-0.40950105175952006,0.1384543487556464,0.31960380799446664],[-0.12271542002290596,0.05760984454707155,-0.03586386279303899,-0.3544474169083973,0.17608783903454897,-0.43420066211752045,-0.10627655144761436,-0.446874372621509,-0.18998475986641777,0.07305141039997926],[0.1289511702206679,0.22081122162224337,0.3851655383577825,0.17608783903454897,0.15646637659795334,0.055695685968453965,0.18124671373389,-0.016151734329706915,0.20274449464289174,0.17388904752781226],[-0.20435807867717282,-0.10271365562816066,-0.2962005607648354,-0.43420066211752045,0.055695685968453965,-0.4321207562589884,-0.22249904215823155,-0.39580092502890596,-0.3145205619838906,-0.05354058159599351],[-0.007523863288959586,0.14322047185853845,0.17488614896366336,-0.10627655144761436,0.18124671373389,-0.22249904215823155,0.029080512923644712,-0.26392417804809204,-0.0058179439889442415,0.1287243183901576],[-0.2260027614408664,-0.17518809744066138,-0.40950105175952006,-0.446874372621509,-0.016151734329706915,-0.39580092502890596,-0.26392417804809204,-0.33381641009184704,-0.3500761971652923,-0.11574148170520096],[-0.04019564969078315,0.13938783780464717,0.1384543487556464,-0.18998475986641777,0.20274449464289174,-0.3145205619838906,-0.0058179439889442415,-0.3500761971652923,-0.05612481027574788,0.12965384566378876],[0.08037576840571962,0.20037850360915832,0.31960380799446664,0.07305141039997926,0.17388904752781226,-0.05354058159599351,0.1287243183901576,-0.11574148170520096,0.12965384566378876,0.16389089236981913]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.7557860437098185,"[1.,-1.,1.,1.,-1.,1.,1.,1.,1.,-1.]",-1,0.2279975414276123,-,-,-,-3.680969564354136,"[-1,-1,-1,1,-1,1,1,1,1,-1]",-1,-1,51,-1.0,-1,1707.781949520111,
45,1,2025-08-20 23:29:42,"[[0.30691466770094744,0.39091344011081847,0.047416256813371346,0.1185739359786345,0.29848889019304076,0.004654979289691469,0.0946602003537409,-0.026048413418599675,-0.18356350604362992,0.45290455014120706],[0.39091344011081847,0.4501060369708056,-0.014101699546325272,0.11760688281997048,0.260571411682593,-0.04586560424963894,0.1160718687140781,-0.15082689861117998,-0.3690507998357434,0.5278088924833986],[0.047416256813371346,-0.014101699546325272,-0.10441716761136058,-0.03110413086172536,-0.13944093615549794,-0.07894841212371403,0.006441951286394548,-0.18463685651305295,-0.23534712262530952,-0.007245270448859378],[0.1185739359786345,0.11760688281997048,-0.03110413086172536,0.022164013210661953,0.029122830792359805,-0.03711917560996883,0.03590672252975078,-0.09682862618580593,-0.1776511807675818,0.14235764615763588],[0.29848889019304076,0.260571411682593,-0.13944093615549794,0.029122830792359805,0.004597969329324827,-0.11902094077355037,0.07978145211463844,-0.30916972757192523,-0.4992938971541368,0.32015686459764336],[0.004654979289691469,-0.04586560424963894,-0.07894841212371403,-0.03711917560996883,-0.11902094077355037,-0.05522105980454172,-0.001648887524086387,-0.1261818251090936,-0.1512766154449048,-0.042616910156253504],[0.0946602003537409,0.1160718687140781,0.006441951286394548,0.03590672252975078,0.07978145211463844,-0.001648887524086387,0.025838220695025893,-0.016021139265337388,-0.0579192789374566,0.1313546695593488],[-0.026048413418599675,-0.15082689861117998,-0.18463685651305295,-0.09682862618580593,-0.30916972757192523,-0.1261818251090936,-0.016021139265337388,-0.2842202627340295,-0.31988639264551577,-0.15304330873164573],[-0.18356350604362992,-0.3690507998357434,-0.23534712262530952,-0.1776511807675818,-0.4992938971541368,-0.1512766154449048,-0.0579192789374566,-0.31988639264551577,-0.30354703979559,-0.39229046922287875],[0.45290455014120706,0.5278088924833986,-0.007245270448859378,0.14235764615763588,0.32015686459764336,-0.042616910156253504,0.1313546695593488,-0.15304330873164573,-0.39229046922287875,0.6147750247152208]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.808513738142531,"[-1.,-1.,1.,1.,1.,1.,-1.,1.,1.,-1.]",-1,0.2263820171356201,-,-,-,-2.749053807591115,"[-1,-1,1,1,1,1,1,1,1,-1]",-1,-1,51,-1.0,-1,1706.5498569011688,
